1	v1	1	1	1	2	-1.0462756	-0.3320794	2.0370448
1	v2	1	1	1	2	-1.7896334	2.8007253	0.9399011
1	v3	1	1	1	2	-1.1262912	-0.8336060	1.7068894
1	v4	1	1	1	2	-0.8033230	0.4877874	1.6465950
1	v5	1	1	1	2	-0.9536047	-0.3122271	1.5220736
1	v6	1	1	1	2	-0.9395265	1.8535737	1.3741026
1	v7	1	1	1	2	-1.6683713	4.0597317	1.3008062
1	v8	1	1	1	2	-0.8142722	1.1655211	1.0854581
1	v9	1	1	1	2	-1.7830250	3.2269110	1.4661217
1	v10	1	1	1	2	-1.1853566	2.2115333	1.1615323
1	v11	1	1	1	2	-1.2266640	-1.1782461	1.9473249
1	v12	1	1	1	2	-1.2742007	-0.3449881	1.6873320
0	Grade4	1	1	1	81	4.0000000	0.0000000	1.0000000	6.7090465e-046	6.3625528e-007	7.8043163e-006	4.6026683e-005	1.7483395e-004	4.8378439e-004	1.0464418e-003	1.8553077e-003	2.7933024e-003	3.6739824e-003	4.3238418e-003	4.6495864e-003	4.6549975e-003	4.4134062e-003	4.0244031e-003	3.5794729e-003	3.1458283e-003	2.7657837e-003	2.4651863e-003	2.2662411e-003	2.2037884e-003	2.3469583e-003	2.8267927e-003	3.8585507e-003	5.7207734e-003	8.6319321e-003	1.2511963e-002	1.6768217e-002	2.0369627e-002	2.2316726e-002	2.2215350e-002	2.0488528e-002	1.8092790e-002	1.6057205e-002	1.5237783e-002	1.6416315e-002	2.0603514e-002	2.9181604e-002	4.3122465e-002	6.0429795e-002	7.1596790e-002	6.8154294e-002	5.5360188e-002	4.2058205e-002	3.2852577e-002	2.8174573e-002	2.6982124e-002	2.8097203e-002	3.0404258e-002	3.2732461e-002	3.3896743e-002	3.3000704e-002	2.9805236e-002	2.4841774e-002	1.9130663e-002	1.3695840e-002	9.2001408e-003	5.8617705e-003	3.5804294e-003	2.1161273e-003	1.2184822e-003	6.8607817e-004	3.7781675e-004	2.0280634e-004	1.0542518e-004	5.2598952e-005	2.4922124e-005	1.1086179e-005	4.5748917e-006	1.7299972e-006	5.9184841e-007	1.8067132e-007	4.8457812e-008	1.1213021e-008	2.1884779e-009	3.4968915e-010	4.3856912e-011	4.0430530e-012	2.4330783e-013	7.1634121e-015	1.8391395e-065
1	v1	2	1	1	2	-1.0462756	-0.3320794	2.0370448
1	v2	2	1	1	2	-1.7896334	2.8007253	0.9399011
1	v3	2	1	1	2	-1.1262912	-0.8336060	1.7068894
1	v4	2	1	1	2	-0.8033230	0.4877874	1.6465950
1	v5	2	1	1	2	-0.9536047	-0.3122271	1.5220736
1	v6	2	1	1	2	-0.9395265	1.8535737	1.3741026
1	v7	2	1	1	2	-1.6683713	4.0597317	1.3008062
1	v8	2	1	1	2	-0.8142722	1.1655211	1.0854581
1	v9	2	1	1	2	-1.7830250	3.2269110	1.4661217
1	v10	2	1	1	2	-1.1853566	2.2115333	1.1615323
1	v11	2	1	1	2	-1.2266640	-1.1782461	1.9473249
1	v12	2	1	1	2	-1.2742007	-0.3449881	1.6873320
0	Grade3	2	1	1	81	4.0000000	-0.4326339	1.3032785	1.0494421e-002	9.2014486e-003	7.8077602e-003	6.4503261e-003	5.2124325e-003	4.1435180e-003	3.2620059e-003	2.5629326e-003	2.0270861e-003	1.6291733e-003	1.3438085e-003	1.1492137e-003	1.0291879e-003	9.7415625e-004	9.8213461e-004	1.0604093e-003	1.2287433e-003	1.5248956e-003	2.0128049e-003	2.7919889e-003	4.0020830e-003	5.8085050e-003	8.3492196e-003	1.1634477e-002	1.5437580e-002	1.9273031e-002	2.2546857e-002	2.4831525e-002	2.6079510e-002	2.6626999e-002	2.7025268e-002	2.7853547e-002	2.9612967e-002	3.2679419e-002	3.7218691e-002	4.2975393e-002	4.8972625e-002	5.3429928e-002	5.4373678e-002	5.0896188e-002	4.3982846e-002	3.5895457e-002	2.8723082e-002	2.3528997e-002	2.0481392e-002	1.9348697e-002	1.9816602e-002	2.1506933e-002	2.3796515e-002	2.5655215e-002	2.5830622e-002	2.3513867e-002	1.8997161e-002	1.3563331e-002	8.6252543e-003	4.9669642e-003	2.6462911e-003	1.3347285e-003	6.5146682e-004	3.1368993e-004	1.5136926e-004	7.4075871e-005	3.7070490e-005	1.9069254e-005	1.0108980e-005	5.5256873e-006	3.1114397e-006	1.8012603e-006	1.0692801e-006	6.4894740e-007	4.0139499e-007	2.5224739e-007	1.6057363e-007	1.0325166e-007	6.6892312e-008	4.3561078e-008	2.8454962e-008	1.8610219e-008	1.2166719e-008	7.9397515e-009	5.1616268e-009
