99102	10220	9	9	0	1	0	9	9	9	9	1	0	1	0	9	9	0	0	0	9	9	9	9	9	9	9	9	9	9	9	9	9
99102	10201	0	0	1	0	9	9	9	9	9	0	0	0	0	1	9	9	9	9	9	1	0	0	9	9	9	9	9	9	0	9	9
99102	10224	9	0	9	9	9	9	0	9	0	9	9	9	9	0	0	1	2	0	0	1	0	1	9	9	9	9	9	9	0	9	9
99102	10229	9	9	0	1	0	9	1	1	0	1	0	1	1	9	9	1	1	0	9	9	9	9	9	9	9	9	9	9	9	9	9
99102	10202	9	9	0	1	0	0	0	0	0	0	0	0	0	9	0	0	1	0	9	9	9	9	9	9	9	9	9	9	9	9	9
99102	10206	1	0	9	9	9	9	1	0	0	9	9	9	9	0	1	0	0	0	0	1	0	0	9	9	9	9	9	9	0	9	9
99102	10209	9	9	9	9	9	9	0	0	0	9	9	9	9	9	0	0	1	0	9	9	9	9	0	1	1	1	0	0	9	0	1
99102	10215	1	1	9	9	9	9	1	1	0	9	9	9	9	0	1	0	1	1	1	2	1	0	9	9	9	9	9	9	0	9	9
99102	10218	9	9	9	9	9	9	0	0	0	9	9	9	9	9	0	1	0	0	9	9	9	9	1	1	0	0	0	1	9	0	0
99102	10233	1	0	9	9	9	9	0	0	0	9	9	9	9	1	0	1	2	0	1	0	2	0	9	9	9	9	9	9	0	9	9
99102	10204	1	1	9	9	9	9	9	9	9	9	9	9	9	1	9	9	9	9	1	1	1	1	1	1	1	1	1	0	0	0	1
99102	10210	1	1	1	0	1	0	9	9	9	1	0	1	1	0	9	9	9	9	1	2	1	1	9	9	9	9	9	9	1	9	9
99102	10213	0	1	9	9	9	9	9	9	9	9	9	9	9	1	9	9	9	9	1	1	1	1	0	1	0	1	0	0	0	0	1
99102	10228	1	0	0	0	0	1	9	9	9	0	0	1	0	1	9	9	9	9	1	1	0	1	9	9	9	9	9	9	0	9	9
99104	10408	9	0	9	9	9	9	9	9	9	9	9	9	9	1	9	9	9	9	0	0	9	1	9	9	9	9	0	9	0	0	0
99104	10424	9	9	1	1	1	1	0	9	9	0	9	1	9	9	9	0	0	0	9	9	9	9	9	9	9	9	9	9	9	9	9
99104	10413	9	9	9	9	9	9	1	9	0	9	9	9	9	9	0	1	1	1	9	9	9	9	1	1	1	0	0	2	9	0	1
99104	10415	9	9	1	1	1	2	1	1	1	1	1	1	9	9	0	1	2	1	9	9	9	9	9	9	9	9	9	9	9	9	9
99104	10433	9	9	1	1	0	1	0	9	0	1	0	1	1	9	1	1	0	1	9	9	9	9	9	9	9	9	9	9	9	9	9
99104	10401	1	0	9	9	9	9	1	1	1	9	9	9	9	1	2	1	2	0	1	1	1	1	9	9	9	9	9	9	0	9	9
99104	10406	9	9	0	1	0	0	0	0	0	1	0	1	0	9	0	0	1	0	9	9	9	9	9	9	9	9	9	9	9	9	9
99104	10410	1	1	9	9	9	9	0	0	0	9	9	9	9	1	0	0	0	0	0	0	0	1	9	9	9	9	9	9	0	9	9
99104	10414	1	0	9	0	1	0	9	9	9	0	0	1	0	1	9	9	9	9	0	2	0	1	9	9	9	9	9	9	0	9	9
99104	10428	1	0	9	9	9	9	1	0	0	9	9	9	9	1	0	1	1	1	1	2	0	1	9	9	9	9	9	9	0	9	9
99104	10431	9	9	9	9	9	9	1	1	1	9	9	9	9	9	2	1	2	1	9	9	9	9	1	1	1	0	1	1	9	0	1
99104	10432	1	0	1	9	1	1	9	9	9	1	0	1	1	1	9	9	9	9	1	2	1	1	9	9	9	9	9	9	1	9	9
99104	10423	1	1	0	1	0	0	9	9	9	1	1	1	1	1	9	9	9	9	1	2	1	0	9	9	9	9	9	9	1	9	9
99105	10527	1	0	9	9	9	9	1	9	0	9	9	9	9	0	9	1	2	0	0	9	0	0	9	9	9	9	9	9	0	9	9
99105	10532	9	9	0	0	0	9	0	0	0	0	0	1	9	9	9	0	0	0	9	9	9	9	9	9	9	9	9	9	9	9	9
99105	10523	9	9	0	1	0	9	0	0	9	0	0	1	0	9	0	0	0	0	9	9	9	9	9	9	9	9	9	9	9	9	9
99105	10505	9	9	0	0	0	9	1	0	0	1	0	1	0	9	0	0	1	1	9	9	9	9	9	9	9	9	9	9	9	9	9
99105	10512	9	9	9	9	9	9	1	0	1	9	9	9	9	9	2	0	0	1	9	9	9	9	0	1	1	0	1	0	9	0	9
99105	10513	0	0	0	0	1	1	9	9	9	0	9	0	0	1	9	9	9	9	0	1	9	1	9	9	9	9	9	9	0	9	9
99105	10518	0	0	9	9	9	9	0	9	0	9	9	9	9	0	1	0	0	0	0	2	0	1	9	9	9	9	9	9	0	9	9
99105	10521	9	9	9	9	9	9	0	0	0	9	9	9	9	9	9	0	2	1	9	9	9	9	0	1	1	0	0	0	9	0	0
99105	10531	1	0	0	1	0	1	9	9	9	0	0	1	0	9	9	9	9	9	1	0	9	0	9	9	9	9	9	9	1	9	9
99105	10503	9	9	9	9	9	9	0	0	0	9	9	9	9	9	0	0	2	1	9	9	9	9	0	1	1	0	1	0	9	0	0
99105	10514	9	9	0	0	1	2	1	1	1	1	0	1	1	9	0	1	1	1	9	9	9	9	9	9	9	9	9	9	9	9	9
99105	10522	1	0	1	1	0	1	9	9	9	0	0	1	0	0	9	9	9	9	0	2	9	0	9	9	9	9	9	9	0	9	9
99105	10525	1	1	9	9	9	9	9	9	9	9	9	9	9	0	9	9	9	9	1	1	0	1	9	0	1	0	0	2	0	0	0
99105	10530	9	9	9	9	9	9	1	0	0	9	9	9	9	9	0	1	2	0	9	9	9	9	0	1	1	0	0	1	9	0	0
99105	10534	1	0	9	9	9	9	9	9	9	9	9	9	9	0	9	9	9	9	0	0	0	0	0	0	1	0	0	1	9	0	0
99105	10504	1	0	0	0	0	0	9	9	9	0	0	0	0	0	9	9	9	9	0	0	0	1	9	9	9	9	9	9	0	9	9
99105	10507	0	0	9	9	9	9	9	9	9	9	9	9	9	1	9	9	9	9	1	2	0	1	1	1	0	0	1	0	0	0	1
