5.43631e-03,-4.34000e-04,-2.55997e-04,-7.67319e-05,-7.04633e-05,9.09259e-06,4.18467e-04,6.40870e-04,2.39847e-04,3.65137e-04,1.60221e-04,2.81400e-04,2.70028e-04,2.99757e-04,1.15971e-03,-2.49370e-03,2.65950e-03,1.10373e-03,-2.21722e-03,8.70189e-05,4.93404e-03,-4.43947e-03,-6.34555e-03,-7.41858e-03,2.14957e-03,2.17638e-03,3.65866e-04,1.85990e-04,-9.82747e-05,-2.79434e-04,-6.41404e-04,-5.16235e-05,-1.30454e-04,2.09376e-05,6.42328e-05,-3.60091e-04,-9.79917e-05,-3.10293e-04,-1.83027e-04,-2.44731e-04,-1.25917e-03,
-4.34000e-04,4.32491e-03,-2.40291e-04,-5.27546e-05,-2.53571e-04,-4.96490e-05,7.05770e-05,3.42980e-05,7.74497e-05,1.76961e-04,9.11869e-05,2.24950e-05,-9.17792e-05,6.42260e-05,-2.22025e-04,-2.18194e-03,1.21977e-03,1.22787e-03,-2.34984e-03,-1.96864e-04,-1.20597e-03,7.31462e-04,1.05767e-03,1.75286e-03,-6.96623e-03,2.37364e-03,-1.00938e-04,4.90673e-04,1.12189e-04,3.38831e-05,1.50673e-04,1.73954e-05,1.76846e-05,-9.58764e-05,-1.35314e-04,-1.22714e-04,-4.53523e-05,1.09531e-04,1.73253e-04,4.44753e-05,4.66167e-04,
-2.55997e-04,-2.40291e-04,3.40588e-03,-8.68367e-05,-1.44954e-04,-5.11172e-05,7.42749e-05,-1.48800e-05,1.10467e-04,1.50206e-05,4.19008e-05,2.55884e-05,4.78309e-05,-3.62985e-05,7.93604e-06,-1.89892e-03,6.04929e-04,8.24508e-04,-1.56021e-03,-1.76061e-04,-9.34284e-04,5.54399e-04,8.40706e-04,1.37148e-03,1.79516e-03,-6.35569e-03,2.31953e-04,2.77758e-04,2.64970e-04,-1.23715e-05,1.78043e-04,-9.60324e-05,-5.48962e-05,1.83775e-05,-1.00662e-04,1.19519e-04,8.31857e-06,5.68039e-05,-1.19936e-05,1.15699e-04,1.32668e-04,
-7.67319e-05,-5.27546e-05,-8.68367e-05,4.43885e-03,-1.03706e-03,1.87388e-04,2.08110e-04,1.87860e-04,1.30255e-04,9.39665e-05,6.47001e-05,1.40158e-04,-4.23009e-05,3.19298e-05,3.41097e-04,5.33615e-05,1.71822e-03,-2.93131e-03,3.50417e-03,2.95135e-06,7.23937e-05,-2.81883e-04,-2.65608e-04,1.53747e-04,1.24380e-04,3.11414e-04,-1.08821e-02,4.64964e-03,1.23201e-03,-1.78129e-04,-1.51765e-04,-1.10056e-04,2.66869e-04,-1.70229e-05,8.48520e-05,6.57650e-05,1.99693e-05,-1.03175e-04,-7.88189e-05,8.83096e-05,-3.56204e-04,
-7.04633e-05,-2.53571e-04,-1.44954e-04,-1.03706e-03,6.28203e-03,2.01888e-05,6.25407e-04,5.01749e-04,2.08833e-04,9.03462e-05,1.30287e-04,5.95942e-05,1.94100e-04,2.44353e-04,7.75598e-04,-5.69158e-05,3.21723e-03,-4.34811e-03,8.85595e-03,-1.24373e-04,-1.94334e-04,-5.89243e-04,-6.82280e-04,-1.59748e-05,5.39243e-04,2.99627e-04,8.70829e-03,-1.03880e-02,2.24504e-03,-6.81127e-04,-5.46638e-04,-1.27330e-04,-8.23825e-05,1.51046e-04,3.38702e-05,1.74080e-04,-3.88053e-05,1.50405e-04,-1.48795e-04,-3.34465e-04,-7.82059e-04,
9.09259e-06,-4.96490e-05,-5.11172e-05,1.87388e-04,2.01888e-05,4.59966e-03,1.06207e-04,1.44898e-04,6.08745e-05,9.06536e-05,7.10447e-05,5.42669e-05,2.92732e-05,1.39388e-05,1.58594e-04,7.94108e-06,8.67957e-04,-1.37865e-03,1.77731e-03,2.30188e-05,1.54331e-04,-2.02149e-04,-1.94565e-04,5.97879e-06,1.82168e-04,2.49367e-04,9.30313e-04,9.67845e-04,-1.12661e-02,-7.63528e-05,-1.44168e-04,-2.73692e-05,-9.43416e-05,5.92015e-05,-4.25241e-06,-1.60991e-05,-4.01103e-05,7.41335e-06,7.29389e-05,1.94188e-05,-1.15656e-04,
4.18467e-04,7.05770e-05,7.42749e-05,2.08110e-04,6.25407e-04,1.06207e-04,1.04499e-02,-2.58057e-03,-4.55204e-04,8.60977e-04,5.83198e-04,3.35203e-04,2.59016e-04,6.16174e-04,-2.61156e-04,-1.00033e-03,1.80159e-03,-1.02591e-03,2.00812e-03,1.57141e-04,1.23790e-02,-6.48072e-03,-9.02809e-03,-7.15289e-04,1.54621e-04,1.57552e-04,1.08042e-04,-9.72943e-04,2.81616e-04,-1.26187e-02,5.52016e-03,1.56107e-03,-1.45558e-03,-1.73305e-03,-1.89080e-04,-8.96454e-04,-6.28947e-04,-1.39506e-04,9.70720e-04,6.00544e-04,7.74676e-04,
6.40870e-04,3.42980e-05,-1.48800e-05,1.87860e-04,5.01749e-04,1.44898e-04,-2.58057e-03,8.94816e-03,-6.84511e-04,9.92259e-04,4.55917e-04,4.97750e-04,2.73371e-05,1.24727e-04,-4.49239e-05,-1.00110e-03,1.63658e-03,-8.15117e-04,1.80417e-03,-4.03947e-04,1.12289e-02,-5.82401e-03,-7.84494e-03,-1.12411e-03,3.99786e-04,7.02924e-04,1.17870e-04,-6.95863e-04,-1.80695e-04,4.60775e-03,-1.18079e-02,2.29789e-03,7.13782e-04,1.00784e-03,-2.92650e-04,-1.07653e-03,-3.67998e-04,-4.30232e-04,-4.00801e-04,-2.89073e-04,6.66255e-04,
2.39847e-04,7.74497e-05,1.10467e-04,1.30255e-04,2.08833e-04,6.08745e-05,-4.55204e-04,-6.84511e-04,6.41237e-03,4.88953e-04,2.30596e-04,2.95887e-04,4.37392e-05,1.43903e-04,5.61334e-05,-6.43026e-04,8.33998e-04,-3.94924e-04,9.87314e-04,-6.06765e-04,6.65590e-03,-3.29566e-03,-4.48625e-03,-3.06443e-04,1.10526e-04,-2.78785e-05,-1.21002e-04,-2.20652e-04,4.79605e-05,1.28222e-03,2.18625e-03,-8.44215e-03,2.17347e-04,8.30614e-04,-1.27168e-04,-4.60871e-04,-1.52160e-04,-2.62421e-04,-1.11203e-04,-3.99962e-04,2.88444e-04,
3.65137e-04,1.76961e-04,1.50206e-05,9.39665e-05,9.03462e-05,9.06536e-05,8.60977e-04,9.92259e-04,4.88953e-04,1.23685e-02,-5.72399e-04,-6.32598e-04,-1.37632e-03,2.32441e-04,-5.68859e-03,-7.50647e-04,5.69464e-04,-1.17125e-04,9.65404e-06,-5.61909e-04,1.65101e-03,-1.65475e-04,3.09799e-03,-2.13674e-04,-1.42302e-05,6.08361e-04,2.92371e-04,2.01868e-04,-7.70594e-05,-7.10631e-04,-9.40097e-04,-2.80064e-04,-1.67235e-03,-2.18454e-05,-2.50652e-03,-1.62091e-02,1.69180e-03,2.22144e-03,3.81049e-03,2.15187e-04,9.22113e-03,
