   -5459.113	       0.352	       0.497	    -0.10424	    -0.05533	     0.01393	    -0.00382	     0.04444	     0.09341	     0.98333	     1.00570	     1.02653	     1.01817	     1.01119	     0.99287	     0.99001	     0.99543	     1.01548	     1.01977	     1.00440	     0.99759	     0.99354	     1.00435	     1.02119	     1.01953	     1.01154	     0.99562	
   -5347.493	       0.351	       0.502	    -0.20061	    -0.10788	     0.02487	    -0.00374	     0.09009	     0.17992	     0.97386	     1.01394	     1.04976	     1.03188	     1.01977	     0.98897	     0.98408	     1.00355	     1.03041	     1.03947	     1.01188	     0.99968	     0.98240	     1.00256	     1.02630	     1.03707	     1.01423	     0.99963	
   -5321.178	       0.356	       0.513	    -0.28891	    -0.15747	     0.03225	    -0.00527	     0.13124	     0.25830	     0.96021	     1.02071	     1.06383	     1.04501	     1.03099	     0.98714	     0.97852	     1.01097	     1.04256	     1.05592	     1.02199	     1.00517	     0.97230	     1.00406	     1.02781	     1.06114	     1.01772	     1.00475	
   -5274.111	       0.355	       0.509	    -0.36747	    -0.20306	     0.03911	    -0.00499	     0.16691	     0.33069	     0.95648	     1.03087	     1.08735	     1.05977	     1.04572	     0.99238	     0.97030	     1.01644	     1.05748	     1.06690	     1.02386	     1.01551	     0.96794	     1.00368	     1.03811	     1.07042	     1.03255	     1.00476	
   -5208.969	       0.352	       0.497	    -0.43972	    -0.24708	     0.04338	    -0.00293	     0.20022	     0.39701	     0.95060	     1.03585	     1.10366	     1.06950	     1.05748	     0.99482	     0.96456	     1.01902	     1.06871	     1.08871	     1.03346	     1.02657	     0.97715	     1.00638	     1.05362	     1.07205	     1.04882	     1.01062	
   -5247.343	       0.352	       0.503	    -0.50819	    -0.28940	     0.04416	     0.00495	     0.23737	     0.46196	     0.94399	     1.04327	     1.11927	     1.08481	     1.06807	     0.99946	     0.95905	     1.02671	     1.07541	     1.10502	     1.03781	     1.02912	     0.97594	     1.01484	     1.06669	     1.08095	     1.05484	     1.01783	
   -5227.517	       0.346	       0.514	    -0.56718	    -0.32264	     0.04969	     0.01188	     0.27129	     0.52131	     0.94269	     1.05274	     1.13473	     1.09494	     1.07272	     0.99685	     0.95621	     1.03026	     1.08567	     1.12144	     1.04310	     1.03014	     0.97074	     1.02160	     1.07102	     1.08992	     1.06459	     1.01970	
   -5185.365	       0.356	       0.517	    -0.62234	    -0.35350	     0.05312	     0.01778	     0.30222	     0.57806	     0.94116	     1.05826	     1.14385	     1.10600	     1.08231	     1.00388	     0.95990	     1.02737	     1.09004	     1.12943	     1.04337	     1.04006	     0.96810	     1.02744	     1.07010	     1.10323	     1.07430	     1.02538	
   -5125.462	       0.358	       0.482	    -0.67658	    -0.38781	     0.05119	     0.02328	     0.33000	     0.62991	     0.93865	     1.06442	     1.15632	     1.11610	     1.08820	     1.00970	     0.96705	     1.03791	     1.09808	     1.14671	     1.05112	     1.05547	     0.97119	     1.02819	     1.07104	     1.11755	     1.08670	     1.03111	
   -5153.134	       0.353	       0.478	    -0.72625	    -0.41939	     0.04770	     0.03193	     0.35863	     0.68001	     0.94348	     1.07221	     1.16595	     1.12484	     1.09183	     1.01766	     0.96932	     1.04695	     1.09960	     1.15820	     1.05222	     1.06828	     0.98595	     1.03667	     1.07158	     1.12526	     1.08254	     1.05176	
   -5119.545	       0.357	       0.491	    -0.77378	    -0.44607	     0.04715	     0.04217	     0.38608	     0.72734	     0.95476	     1.08129	     1.17941	     1.13389	     1.09836	     1.02548	     0.97995	     1.04756	     1.09840	     1.16737	     1.05561	     1.08578	     1.00411	     1.04220	     1.06924	     1.13162	     1.09091	     1.07033	
   -5078.414	       0.353	       0.456	    -0.81868	    -0.47553	     0.04505	     0.04785	     0.40788	     0.76861	     0.95501	     1.08230	     1.18728	     1.14112	     1.10425	     1.03457	     0.98226	     1.05867	     1.09836	     1.18009	     1.05410	     1.10019	     1.01110	     1.03962	     1.07847	     1.14119	     1.10388	     1.08996	
   -5040.210	       0.350	       0.476	    -0.85847	    -0.50190	     0.03925	     0.05606	     0.43298	     0.81068	     0.95639	     1.08697	     1.20046	     1.15236	     1.11444	     1.04506	     0.98036	     1.06006	     1.11275	     1.19473	     1.06960	     1.10622	     1.01229	     1.04584	     1.08413	     1.15088	     1.10948	     1.10247	
   -4927.211	       0.356	       0.471	    -0.89935	    -0.53054	     0.03309	     0.06156	     0.45220	     0.85120	     0.96526	     1.10129	     1.22085	     1.16250	     1.11833	     1.05686	     0.98702	     1.07578	     1.12253	     1.20047	     1.06544	     1.12319	     1.01305	     1.05443	     1.10231	     1.15789	     1.11948	     1.12134	
   -5012.079	       0.351	       0.480	    -0.93458	    -0.55661	     0.02674	     0.06593	     0.46963	     0.88265	     0.96820	     1.11392	     1.24026	     1.17369	     1.12749	     1.06573	     0.98616	     1.08615	     1.13614	     1.20363	     1.06879	     1.12514	     1.01447	     1.06238	     1.11497	     1.16873	     1.12695	     1.13014	
   -5027.614	       0.351	       0.500	    -0.96217	    -0.57301	     0.02736	     0.07905	     0.49245	     0.91987	     0.96935	     1.11810	     1.24762	     1.18211	     1.13709	     1.07623	     0.98372	     1.08629	     1.14210	     1.22046	     1.07293	     1.13748	     1.01991	     1.06728	     1.11876	     1.17104	     1.14258	     1.13565	
