1	v1	1	1	1	2	-1.0873792	-0.1695962	1.7871859
1	v2	1	1	1	2	-2.0969898	3.0137270	1.1897290
1	v3	1	1	1	2	-1.2125030	-0.6383616	1.4337322
1	v4	1	1	1	2	-1.2012889	0.7632337	1.3108187
1	v5	1	1	1	2	-1.1373250	-0.0902214	1.2506428
1	v6	1	1	1	2	-1.9837073	2.2018314	1.3267765
1	v7	1	1	1	2	-2.2273698	4.6671642	1.8720639
1	v8	1	1	1	2	-1.7482381	1.5102231	1.0010472
1	v9	1	1	1	2	-2.5765057	3.6490448	1.8061028
1	v10	1	1	1	2	-2.2405197	2.5479716	1.2789377
1	v11	1	1	1	2	-1.3043022	-0.9403902	1.6054328
1	v12	1	1	1	2	-1.4218776	-0.1506704	1.4444175
0	Grade4	1	1	0	0.0000000	1.0000000
1	v1	2	1	1	2	-1.0873792	-0.1695962	1.7871859
1	v2	2	1	1	2	-2.0969898	3.0137270	1.1897290
1	v3	2	1	1	2	-1.2125030	-0.6383616	1.4337322
1	v4	2	1	1	2	-1.2012889	0.7632337	1.3108187
1	v5	2	1	1	2	-1.1373250	-0.0902214	1.2506428
1	v6	2	1	1	2	-1.9837073	2.2018314	1.3267765
1	v7	2	1	1	2	-2.2273698	4.6671642	1.8720639
1	v8	2	1	1	2	-1.7482381	1.5102231	1.0010472
1	v9	2	1	1	2	-2.5765057	3.6490448	1.8061028
1	v10	2	1	1	2	-2.2405197	2.5479716	1.2789377
1	v11	2	1	1	2	-1.3043022	-0.9403902	1.6054328
1	v12	2	1	1	2	-1.4218776	-0.1506704	1.4444175
0	Grade3	2	1	0	-0.4136578	1.0452815
