3.18338e-04,-3.43286e-04,3.50002e-04,-2.10724e-02,2.78231e-03,2.01743e-03,6.31518e-03,-5.57490e-04,9.38543e-04,-8.57816e-04,3.37691e-02,2.51040e-02,-4.58088e-02,-5.45253e-03,-2.86554e-03,7.50578e-03,-3.63371e-03,-3.23971e-03,1.08437e-02,-9.66695e-03,-1.08892e-02,7.52934e-04,1.49230e-02,6.37286e-03,2.14703e-03,-1.02661e-02,
-3.95085e-04,6.07526e-04,2.30285e-04,-2.10066e-02,8.98216e-04,4.19462e-03,4.69424e-03,1.05004e-03,-1.03740e-03,-5.69554e-04,2.51040e-02,3.37256e-02,-4.61021e-02,-2.36284e-03,-2.31260e-03,9.85245e-03,-6.21242e-03,-4.88418e-03,9.17914e-03,-1.12528e-02,-4.01640e-03,1.45699e-03,1.26325e-02,3.28047e-03,2.66982e-05,-6.02131e-03,
1.71289e-04,-1.95866e-04,1.47312e-04,2.91051e-02,-3.81451e-03,-5.68154e-03,-6.06756e-03,-3.96655e-04,2.57287e-04,-6.63203e-06,-4.58088e-02,-4.61021e-02,9.73460e-02,6.56699e-03,9.06606e-03,-2.15276e-02,7.96413e-03,1.07637e-02,-2.29890e-02,1.37146e-02,9.61429e-03,-4.16112e-03,-2.93814e-02,-6.73461e-05,5.40375e-03,8.65633e-03,
1.75681e-04,5.02471e-04,-2.57134e-04,2.99518e-03,-1.50066e-02,7.86185e-04,3.22200e-03,-1.07860e-04,-9.55171e-04,1.00780e-03,-5.45253e-03,-2.36284e-03,6.56699e-03,2.73528e-02,1.91876e-02,-4.01806e-02,-1.40651e-03,-1.54394e-03,7.56994e-03,-5.01065e-03,5.38755e-03,-8.36077e-03,-1.47452e-03,1.06596e-02,-3.57870e-03,1.59394e-03,
-3.30664e-04,4.28172e-04,4.24813e-04,1.41147e-03,-1.51054e-02,2.34743e-03,2.86238e-03,1.03919e-03,-8.16684e-04,-5.88352e-04,-2.86554e-03,-2.31260e-03,9.06606e-03,1.91876e-02,2.89272e-02,-4.24396e-02,-2.16817e-03,-3.99345e-03,5.95715e-03,-8.03515e-03,6.21702e-03,-4.38168e-03,-4.02869e-03,1.20481e-02,-5.13047e-03,3.92133e-03,
1.62095e-04,1.74020e-04,3.48168e-05,-5.00064e-03,2.22907e-02,-3.31687e-03,-3.96215e-03,-4.83527e-04,-1.35718e-04,-2.96937e-04,7.50578e-03,9.85245e-03,-2.15276e-02,-4.01806e-02,-4.24396e-02,1.04743e-01,7.42948e-03,4.77005e-03,-1.93374e-02,9.90325e-03,-9.27359e-03,1.11822e-02,1.10777e-02,-3.06311e-02,1.17511e-02,-9.69657e-03,
4.67368e-04,5.13343e-04,-3.33206e-04,3.68451e-03,8.09253e-04,-2.49699e-02,4.86526e-03,-9.50429e-04,-8.43274e-04,1.05388e-03,-3.63371e-03,-6.21242e-03,7.96413e-03,-1.40651e-03,-2.16817e-03,7.42948e-03,3.78297e-02,3.04907e-02,-5.49291e-02,3.43909e-03,-6.63724e-03,-1.39070e-02,-1.23366e-03,2.53197e-03,1.75078e-02,-3.18369e-03,
5.19058e-04,-4.48733e-04,3.93103e-04,2.45889e-03,1.93890e-03,-2.52959e-02,6.84608e-03,-1.07950e-03,1.15934e-03,-6.23320e-04,-3.23971e-03,-4.88418e-03,1.07637e-02,-1.54394e-03,-3.99345e-03,4.77005e-03,3.04907e-02,4.04368e-02,-5.82075e-02,2.33587e-03,-1.36652e-02,-1.36670e-02,5.90459e-04,5.50065e-03,2.37046e-02,-8.34127e-03,
-3.81062e-05,1.93818e-04,2.87554e-04,-5.90158e-03,-3.20816e-03,3.61539e-02,-6.60292e-03,3.23546e-04,-4.25554e-04,-6.45117e-04,1.08437e-02,9.17914e-03,-2.29890e-02,7.56994e-03,5.95715e-03,-1.93374e-02,-5.49291e-02,-5.82075e-02,1.33055e-01,-7.42027e-03,1.45680e-02,2.16243e-02,9.73668e-03,1.59691e-03,-4.54528e-02,1.79446e-04,
1.07435e-03,-1.14832e-04,-8.07306e-04,9.48708e-03,6.00181e-03,-1.98804e-04,-2.30092e-01,-1.13046e-03,1.38085e-03,3.05822e-03,-9.66695e-03,-1.12528e-02,1.37146e-02,-5.01065e-03,-8.03515e-03,9.90325e-03,3.43909e-03,2.33587e-03,-7.42027e-03,3.25928e-01,2.70069e-01,2.93516e-01,-4.04316e-01,-4.27607e-01,-3.50691e-01,5.78449e-01,
-8.75538e-04,2.54167e-03,-9.87181e-04,7.50602e-03,-2.16204e-03,9.58118e-03,-2.30216e-01,3.04652e-03,-3.62016e-03,3.71952e-03,-1.08892e-02,-4.01640e-03,9.61429e-03,5.38755e-03,6.21702e-03,-9.27359e-03,-6.63724e-03,-1.36652e-02,1.45680e-02,2.70069e-01,3.35461e-01,2.94199e-01,-4.12864e-01,-3.55222e-01,-4.36011e-01,5.91185e-01,
-6.63596e-04,-6.13583e-05,8.37048e-04,1.04866e-03,5.93129e-03,1.20383e-02,-2.51327e-01,2.48173e-03,1.33179e-03,-3.34478e-04,7.52934e-04,1.45699e-03,-4.16112e-03,-8.36077e-03,-4.38168e-03,1.11822e-02,-1.39070e-02,-1.36670e-02,2.16243e-02,2.93516e-01,2.94199e-01,4.14211e-01,-3.54873e-01,-4.98062e-01,-4.96048e-01,6.55892e-01,
5.77828e-04,-9.27842e-04,1.19641e-03,-1.02138e-02,-8.56979e-04,-2.88143e-03,2.94613e-01,-2.34886e-03,4.96262e-04,-4.26198e-03,1.49230e-02,1.26325e-02,-2.93814e-02,-1.47452e-03,-4.02869e-03,1.10777e-02,-1.23366e-03,5.90459e-04,9.73668e-03,-4.04316e-01,-4.12864e-01,-3.54873e-01,6.38595e-01,4.99679e-01,5.05113e-01,-8.74718e-01,
2.32078e-04,1.51182e-04,4.64035e-04,-6.16291e-03,-7.39973e-03,-5.68891e-03,3.16705e-01,-1.57436e-03,-1.61138e-03,-2.44267e-03,6.37286e-03,3.28047e-03,-6.73461e-05,1.06596e-02,1.20481e-02,-3.06311e-02,2.53197e-03,5.50065e-03,1.59691e-03,-4.27607e-01,-3.55222e-01,-4.98062e-01,4.99679e-01,7.19165e-01,5.69113e-01,-9.28048e-01,
1.22805e-03,-1.48979e-03,5.04055e-04,-3.83555e-03,1.90097e-04,-1.54862e-02,3.14158e-01,-4.04938e-03,1.49492e-03,-2.84211e-03,2.14703e-03,2.66982e-05,5.40375e-03,-3.57870e-03,-5.13047e-03,1.17511e-02,1.75078e-02,2.37046e-02,-4.54528e-02,-3.50691e-01,-4.36011e-01,-4.96048e-01,5.05113e-01,5.69113e-01,7.20292e-01,-9.27796e-01,
-2.39376e-03,1.63922e-04,-2.23266e-03,7.46964e-03,5.40179e-05,6.51592e-03,-4.39153e-01,5.78029e-03,5.93293e-04,6.00636e-03,-1.02661e-02,-6.02131e-03,8.65633e-03,1.59394e-03,3.92133e-03,-9.69657e-03,-3.18369e-03,-8.34127e-03,1.79446e-04,5.78449e-01,5.91185e-01,6.55892e-01,-8.74718e-01,-9.28048e-01,-9.27796e-01,1.73446e+00,
