1.61167e-03,-3.60324e-05,2.18682e-06,2.08241e-04,2.36102e-04,-3.65333e-04,2.33843e-04,-2.09114e-03,1.29598e-04,6.89968e-05,3.18338e-04,-3.95085e-04,1.71289e-04,1.75681e-04,-3.30664e-04,1.62095e-04,4.67368e-04,5.19058e-04,-3.81062e-05,1.07435e-03,-8.75538e-04,-6.63596e-04,5.77828e-04,2.32078e-04,1.22805e-03,-2.39376e-03,
-3.60324e-05,1.94635e-03,-3.88981e-05,1.28503e-04,-3.33168e-04,1.85516e-04,-3.82420e-04,1.47554e-04,-2.57869e-03,1.77421e-04,-3.43286e-04,6.07526e-04,-1.95866e-04,5.02471e-04,4.28172e-04,1.74020e-04,5.13343e-04,-4.48733e-04,1.93818e-04,-1.14832e-04,2.54167e-03,-6.13583e-05,-9.27842e-04,1.51182e-04,-1.48979e-03,1.63922e-04,
2.18682e-06,-3.88981e-05,1.62137e-03,-2.21504e-04,1.17188e-04,1.58636e-04,4.78790e-04,5.39529e-05,1.35552e-04,-2.15349e-03,3.50002e-04,2.30285e-04,1.47312e-04,-2.57134e-04,4.24813e-04,3.48168e-05,-3.33206e-04,3.93103e-04,2.87554e-04,-8.07306e-04,-9.87181e-04,8.37048e-04,1.19641e-03,4.64035e-04,5.04055e-04,-2.23266e-03,
2.08241e-04,1.28503e-04,-2.21504e-04,1.69133e-02,-1.03462e-03,-1.89141e-03,-4.94170e-03,-1.86312e-04,-3.51808e-05,7.11395e-04,-2.10724e-02,-2.10066e-02,2.91051e-02,2.99518e-03,1.41147e-03,-5.00064e-03,3.68451e-03,2.45889e-03,-5.90158e-03,9.48708e-03,7.50602e-03,1.04866e-03,-1.02138e-02,-6.16291e-03,-3.83555e-03,7.46964e-03,
2.36102e-04,-3.33168e-04,1.17188e-04,-1.03462e-03,1.14020e-02,-7.11519e-04,-2.79897e-03,-3.41093e-04,7.68253e-04,-1.22758e-04,2.78231e-03,8.98216e-04,-3.81451e-03,-1.50066e-02,-1.51054e-02,2.22907e-02,8.09253e-04,1.93890e-03,-3.20816e-03,6.00181e-03,-2.16204e-03,5.93129e-03,-8.56979e-04,-7.39973e-03,1.90097e-04,5.40179e-05,
-3.65333e-04,1.85516e-04,1.58636e-04,-1.89141e-03,-7.11519e-04,2.01626e-02,-5.31035e-03,8.99152e-04,-1.02982e-04,-1.15198e-04,2.01743e-03,4.19462e-03,-5.68154e-03,7.86185e-04,2.34743e-03,-3.31687e-03,-2.49699e-02,-2.52959e-02,3.61539e-02,-1.98804e-04,9.58118e-03,1.20383e-02,-2.88143e-03,-5.68891e-03,-1.54862e-02,6.51592e-03,
2.33843e-04,-3.82420e-04,4.78790e-04,-4.94170e-03,-2.79897e-03,-5.31035e-03,1.88007e-01,-8.48188e-04,2.88344e-04,-1.59660e-03,6.31518e-03,4.69424e-03,-6.06756e-03,3.22200e-03,2.86238e-03,-3.96215e-03,4.86526e-03,6.84608e-03,-6.60292e-03,-2.30092e-01,-2.30216e-01,-2.51327e-01,2.94613e-01,3.16705e-01,3.14158e-01,-4.39153e-01,
-2.09114e-03,1.47554e-04,5.39529e-05,-1.86312e-04,-3.41093e-04,8.99152e-04,-8.48188e-04,4.30445e-03,-2.95899e-04,-1.24491e-04,-5.57490e-04,1.05004e-03,-3.96655e-04,-1.07860e-04,1.03919e-03,-4.83527e-04,-9.50429e-04,-1.07950e-03,3.23546e-04,-1.13046e-03,3.04652e-03,2.48173e-03,-2.34886e-03,-1.57436e-03,-4.04938e-03,5.78029e-03,
1.29598e-04,-2.57869e-03,1.35552e-04,-3.51808e-05,7.68253e-04,-1.02982e-04,2.88344e-04,-2.95899e-04,5.10443e-03,-3.32643e-04,9.38543e-04,-1.03740e-03,2.57287e-04,-9.55171e-04,-8.16684e-04,-1.35718e-04,-8.43274e-04,1.15934e-03,-4.25554e-04,1.38085e-03,-3.62016e-03,1.33179e-03,4.96262e-04,-1.61138e-03,1.49492e-03,5.93293e-04,
6.89968e-05,1.77421e-04,-2.15349e-03,7.11395e-04,-1.22758e-04,-1.15198e-04,-1.59660e-03,-1.24491e-04,-3.32643e-04,4.68946e-03,-8.57816e-04,-5.69554e-04,-6.63203e-06,1.00780e-03,-5.88352e-04,-2.96937e-04,1.05388e-03,-6.23320e-04,-6.45117e-04,3.05822e-03,3.71952e-03,-3.34478e-04,-4.26198e-03,-2.44267e-03,-2.84211e-03,6.00636e-03,
