5.65926e-03,-4.59313e-04,-3.39320e-04,-1.67903e-04,-1.65484e-04,-2.10964e-05,4.68424e-04,5.22338e-04,1.85995e-04,3.21554e-05,3.90338e-05,1.49979e-04,2.02631e-04,2.57628e-04,1.48041e-03,-2.49453e-03,2.47146e-03,1.47394e-03,-2.77849e-03,-2.02242e-04,4.99195e-03,-4.65477e-03,-8.70169e-03,-7.97773e-03,2.17439e-03,2.34723e-03,3.68571e-04,2.52049e-04,1.40106e-04,-3.73786e-04,-5.12678e-04,-1.59955e-05,-1.66382e-05,-1.33488e-06,-1.84202e-04,-1.37815e-04,-1.77292e-04,-1.57121e-03,
-4.59313e-04,4.35835e-03,-2.18668e-04,-5.18613e-06,-2.37576e-04,-6.83494e-05,7.45440e-05,1.00030e-04,2.24134e-04,1.25131e-04,9.67813e-05,3.54218e-05,-1.65599e-04,-1.33578e-04,-1.77262e-04,-2.31776e-03,1.52876e-03,1.21177e-03,-2.30352e-03,-1.33006e-04,-6.45665e-04,3.20262e-04,7.49790e-04,1.80558e-03,-6.98658e-03,2.31314e-03,-1.85824e-04,4.84928e-04,9.68150e-05,4.41207e-05,9.24036e-05,-2.07382e-04,-7.52698e-06,-6.94646e-05,4.69558e-05,2.39322e-04,2.15822e-04,2.92375e-04,
-3.39320e-04,-2.18668e-04,3.47882e-03,-4.72801e-05,-2.14853e-04,-7.62312e-05,-1.65705e-05,-9.47404e-05,1.35109e-04,2.56346e-04,1.29024e-04,7.77747e-05,1.08319e-04,9.34228e-05,-4.18673e-04,-2.07300e-03,8.50476e-04,9.45108e-04,-1.75732e-03,-1.57948e-04,-1.44456e-03,8.71451e-04,2.00235e-03,1.60247e-03,1.73369e-03,-6.47474e-03,-2.22922e-06,4.19385e-04,3.82942e-04,7.41140e-05,2.85857e-04,-1.46535e-04,-2.36234e-04,-8.20607e-05,3.84129e-05,-6.77679e-05,-5.31596e-05,5.16156e-04,
-1.67903e-04,-5.18613e-06,-4.72801e-05,4.39939e-03,-1.03484e-03,1.69436e-04,1.60400e-04,-9.39883e-05,2.77522e-04,3.50298e-04,1.55472e-04,1.51987e-04,3.25929e-04,1.87817e-04,-1.14622e-04,8.41348e-05,1.75680e-03,-2.91580e-03,3.41483e-03,3.73712e-05,-9.23431e-04,3.80990e-04,9.63296e-04,4.03158e-04,-7.40756e-05,1.42485e-04,-1.11747e-02,4.69899e-03,1.32528e-03,-1.51191e-04,2.40092e-04,-3.79999e-04,-4.02852e-04,-1.20435e-04,-9.44707e-05,-3.59096e-04,-1.94943e-04,2.10606e-04,
-1.65484e-04,-2.37576e-04,-2.14853e-04,-1.03484e-03,6.12822e-03,7.09622e-06,5.69999e-04,4.59966e-04,-1.52951e-04,-1.51855e-04,3.60109e-04,3.24364e-04,-3.67919e-04,3.26618e-05,6.40044e-04,1.61919e-04,2.66943e-03,-4.30603e-03,8.55894e-03,-1.64773e-04,-1.36637e-03,-1.10442e-04,1.31068e-04,1.72316e-04,4.93362e-04,4.95384e-04,8.97442e-03,-1.02664e-02,2.28711e-03,-6.74605e-04,-5.89567e-04,3.07707e-04,5.66627e-04,-4.02238e-04,-3.04090e-04,5.62015e-04,8.48638e-05,-6.10474e-04,
-2.10964e-05,-6.83494e-05,-7.62312e-05,1.69436e-04,7.09622e-06,4.57575e-03,9.26404e-05,1.29164e-04,2.91007e-05,2.04836e-04,-1.93103e-04,-1.51398e-04,-5.73989e-05,-6.01529e-05,2.03806e-04,-2.07782e-05,8.25541e-04,-1.36822e-03,1.69279e-03,3.97907e-05,2.17587e-05,-3.14867e-04,-4.36351e-04,-4.83260e-05,2.00385e-04,1.35142e-04,9.93409e-04,9.74514e-04,-1.15865e-02,-7.81913e-05,-1.50612e-04,7.73861e-06,-2.44791e-04,2.95107e-04,2.64673e-04,8.85056e-05,1.03155e-04,-1.84773e-04,
4.68424e-04,7.45440e-05,-1.65705e-05,1.60400e-04,5.69999e-04,9.26404e-05,8.54375e-03,-2.13255e-03,-4.30059e-04,9.37203e-05,5.37541e-04,2.83750e-04,1.63731e-03,1.04124e-03,2.16147e-05,-9.12487e-04,1.51462e-03,-1.05207e-03,2.47549e-03,-4.90579e-04,6.67460e-03,-4.04033e-03,-7.65475e-03,-8.35865e-04,1.26413e-04,3.80454e-04,1.84435e-04,-9.77321e-04,3.06748e-04,-1.05429e-02,4.83212e-03,1.39725e-03,1.23598e-04,-8.49606e-04,-2.84957e-04,-2.18519e-03,-1.41650e-03,3.40101e-04,
5.22338e-04,1.00030e-04,-9.47404e-05,-9.39883e-05,4.59966e-04,1.29164e-04,-2.13255e-03,7.39623e-03,-8.72640e-04,2.35158e-04,-1.84708e-04,7.44642e-05,-1.15517e-03,-2.25211e-04,8.06572e-04,-8.89193e-04,8.40640e-04,-5.18385e-04,1.41403e-03,-8.06935e-04,6.47102e-03,-4.14639e-03,-7.83250e-03,-1.04609e-03,1.90638e-04,7.71097e-04,8.13022e-04,-8.65686e-04,-1.75749e-04,3.89376e-03,-1.01343e-02,2.48796e-03,-2.36303e-04,5.25372e-04,1.24624e-04,1.89416e-03,7.78143e-04,-5.82579e-04,
1.85995e-04,2.24134e-04,1.35109e-04,2.77522e-04,-1.52951e-04,2.91007e-05,-4.30059e-04,-8.72640e-04,5.73033e-03,1.62674e-04,-2.07456e-04,-1.41661e-04,3.40447e-04,6.18571e-04,3.23185e-04,-6.18044e-04,6.04376e-04,-2.21914e-05,4.19504e-04,-8.22162e-04,3.97089e-03,-2.37150e-03,-4.60511e-03,-2.76106e-04,-2.90786e-04,-2.96443e-04,-1.51435e-03,4.51188e-04,-4.87819e-05,1.15595e-03,2.49793e-03,-7.79128e-03,-1.79036e-04,2.05487e-04,1.05496e-04,-5.43359e-04,-7.52465e-04,-1.29129e-04,
3.21554e-05,1.25131e-04,2.56346e-04,3.50298e-04,-1.51855e-04,2.04836e-04,9.37203e-05,2.35158e-04,1.62674e-04,9.70267e-03,-7.58982e-04,-6.85014e-04,6.32200e-04,7.71313e-04,-3.95339e-03,-1.15241e-03,1.26337e-03,-4.62734e-04,3.76097e-04,-2.41695e-04,-4.22248e-03,3.23724e-03,1.06798e-02,6.67630e-04,-1.29220e-04,-2.21307e-04,-8.91999e-04,7.67040e-04,-1.04851e-03,-1.48825e-05,-2.10755e-04,-1.24738e-04,-1.33029e-02,2.16193e-03,2.51797e-03,-8.63790e-04,-9.18399e-04,5.01096e-03,
