1	v1	1	1	1	2	-1.0873783	-0.1696045	1.7871790
1	v2	1	1	1	2	-2.0969913	3.0137219	1.1897223
1	v3	1	1	1	2	-1.2125026	-0.6383678	1.4337265
1	v4	1	1	1	2	-1.2012918	0.7632291	1.3108105
1	v5	1	1	1	2	-1.1373220	-0.0902284	1.2506400
1	v6	1	1	1	2	-1.9837019	2.2018247	1.3267694
1	v7	1	1	1	2	-2.2273663	4.6671530	1.8720516
1	v8	1	1	1	2	-1.7482352	1.5102187	1.0010429
1	v9	1	1	1	2	-2.5765018	3.6490331	1.8060901
1	v10	1	1	1	2	-2.2405127	2.5479651	1.2789307
1	v11	1	1	1	2	-1.3042998	-0.9404004	1.6054314
1	v12	1	1	1	2	-1.4218751	-0.1506777	1.4444133
0	Grade4	1	1	0	0.0000000	1.0000000
1	v1	2	1	1	2	-1.0873783	-0.1696045	1.7871790
1	v2	2	1	1	2	-2.0969913	3.0137219	1.1897223
1	v3	2	1	1	2	-1.2125026	-0.6383678	1.4337265
1	v4	2	1	1	2	-1.2012918	0.7632291	1.3108105
1	v5	2	1	1	2	-1.1373220	-0.0902284	1.2506400
1	v6	2	1	1	2	-1.9837019	2.2018247	1.3267694
1	v7	2	1	1	2	-2.2273663	4.6671530	1.8720516
1	v8	2	1	1	2	-1.7482352	1.5102187	1.0010429
1	v9	2	1	1	2	-2.5765018	3.6490331	1.8060901
1	v10	2	1	1	2	-2.2405127	2.5479651	1.2789307
1	v11	2	1	1	2	-1.3042998	-0.9404004	1.6054314
1	v12	2	1	1	2	-1.4218751	-0.1506777	1.4444133
0	Grade3	2	1	0	-0.4136534	1.0452994
