1	v1	1	2	2	2	-1.0089784	1.2830072	1.2830072
1	v2	1	2	2	2	-0.1873569	1.1223354	1.1223354
1	v3	1	2	2	2	0.5510879	0.6843114	0.6843114
1	v4	1	2	2	2	1.3744266	1.4622346	1.4622346
1	v5	1	2	2	2	-1.1524842	1.0776603	1.0776603
1	v6	1	2	2	2	-0.2983158	0.6622405	0.6622405
1	v7	1	2	2	2	0.4992090	1.0224853	1.0224853
1	v8	1	2	2	2	1.2816140	1.0670247	1.0670247
1	v9	1	2	2	2	-1.0558095	0.6057754	0.6057754
1	v10	1	2	2	2	-0.1221705	1.3472186	1.3472186
1	v11	1	2	2	2	0.5208123	1.1823613	1.1823613
1	v12	1	2	2	2	1.0011158	0.6318282	0.6318282
0	G	1	2	0	0.0000000	0.0000000	1.4746165	0.0000000	0.0000000	0.4610749	1.0000000	0.0000000	1.5784811
