2.01726e-03,-3.07607e-03,1.87937e-03,1.74607e-03,-5.61749e-03,3.04786e-04,1.31995e-03,-1.11701e-02,8.87823e-03,-1.94065e-03,-7.09714e-03,7.88816e-03,-4.89266e-03,2.41301e-04,-2.18019e-03,4.04788e-03,-2.61997e-03,-1.70149e-03,-2.74683e-03,3.78504e-03,7.81702e-03,8.20916e-03,-1.23820e-02,-1.52634e-03,4.08732e-05,2.29057e-03,-1.09685e-03,-2.51433e-03,-7.60532e-04,1.62098e-03,1.75947e-03,1.18604e-03,-7.46131e-04,
-3.07607e-03,2.25484e-02,-1.27601e-02,-1.44380e-02,3.40556e-02,-2.24515e-03,-1.05985e-02,7.26288e-02,-6.05283e-02,1.59738e-02,4.16060e-02,-5.06735e-02,3.19880e-02,-3.02835e-03,2.37200e-03,-2.94989e-02,1.78305e-02,1.90253e-02,2.43144e-02,-3.64022e-02,-4.45846e-02,-4.90211e-02,7.38705e-02,1.04366e-02,-9.00993e-04,-9.29486e-03,1.08338e-02,1.84621e-02,4.39686e-03,-7.28971e-03,-8.35342e-03,-7.07298e-03,-4.11433e-03,
1.87937e-03,-1.27601e-02,9.60100e-03,8.76831e-03,-2.08395e-02,7.93147e-04,6.85762e-03,-4.47482e-02,3.74103e-02,-1.04102e-02,-2.50687e-02,3.08047e-02,-1.92427e-02,1.46938e-03,-1.44344e-03,1.68139e-02,-1.30223e-02,-1.16745e-02,-1.46425e-02,2.31672e-02,2.75119e-02,3.07164e-02,-4.53715e-02,-4.98697e-03,2.15030e-03,3.72677e-03,-6.67062e-03,-1.06373e-02,-2.01496e-03,3.92866e-03,4.82404e-03,3.78195e-03,1.82489e-03,
1.74607e-03,-1.44380e-02,8.76831e-03,1.22316e-02,-2.26878e-02,1.08522e-03,6.99530e-03,-4.88667e-02,4.01464e-02,-1.05813e-02,-2.88612e-02,3.45732e-02,-2.12361e-02,2.20702e-03,-9.58255e-04,1.91563e-02,-1.25022e-02,-1.51657e-02,-1.84582e-02,2.62844e-02,2.93421e-02,3.26157e-02,-4.86763e-02,-6.47178e-03,1.17806e-03,5.49432e-03,-8.23184e-03,-1.29564e-02,-3.42847e-03,6.96501e-03,7.50272e-03,6.59328e-03,-2.12073e-04,
-5.61749e-03,3.40556e-02,-2.08395e-02,-2.26878e-02,5.69468e-02,-2.78643e-03,-1.71894e-02,1.17270e-01,-9.75911e-02,2.56315e-02,6.77029e-02,-8.25805e-02,5.21664e-02,-4.53556e-03,4.83995e-03,-4.49515e-02,2.93563e-02,2.94017e-02,3.76044e-02,-5.65330e-02,-7.36980e-02,-8.08133e-02,1.19733e-01,1.53812e-02,-2.45203e-03,-1.44954e-02,1.76856e-02,2.88021e-02,7.22417e-03,-1.20454e-02,-1.39218e-02,-1.09973e-02,-4.75055e-03,
3.04786e-04,-2.24515e-03,7.93147e-04,1.08522e-03,-2.78643e-03,2.75493e-03,6.23623e-04,-5.57235e-03,5.27414e-03,-1.38741e-03,-2.86899e-03,3.24309e-03,-2.89964e-03,5.38012e-04,-1.56044e-04,3.09697e-03,-8.74403e-04,-1.50557e-03,-1.88735e-03,3.13497e-03,4.01973e-03,4.32226e-03,-7.02868e-03,-3.41712e-03,-2.48250e-03,3.65074e-03,-2.16535e-04,-4.04575e-04,7.35758e-04,-8.69344e-04,-7.31285e-04,-1.42105e-03,2.90650e-03,
1.31995e-03,-1.05985e-02,6.85762e-03,6.99530e-03,-1.71894e-02,6.23623e-04,9.19869e-03,-3.74850e-02,3.10689e-02,-8.66413e-03,-2.06452e-02,2.61258e-02,-1.57895e-02,1.58270e-03,-8.86026e-04,1.40470e-02,-9.29418e-03,-9.49952e-03,-1.19985e-02,1.95229e-02,2.26389e-02,2.48172e-02,-3.65859e-02,-3.77964e-03,1.79477e-03,2.34941e-03,-7.69067e-03,-1.14166e-02,-5.26424e-03,4.70645e-03,5.98566e-03,5.81969e-03,-9.51140e-04,
-1.11701e-02,7.26288e-02,-4.47482e-02,-4.88667e-02,1.17270e-01,-5.57235e-03,-3.74850e-02,2.56673e-01,-2.09589e-01,5.53964e-02,1.45861e-01,-1.77713e-01,1.12256e-01,-9.44287e-03,8.91872e-03,-9.54440e-02,6.20337e-02,6.38493e-02,8.07613e-02,-1.21773e-01,-1.53769e-01,-1.68774e-01,2.52279e-01,3.12412e-02,-6.13002e-03,-2.77334e-02,3.88939e-02,6.17843e-02,1.79472e-02,-2.69928e-02,-3.23736e-02,-2.61784e-02,-8.63392e-03,
8.87823e-03,-6.05283e-02,3.74103e-02,4.01464e-02,-9.75911e-02,5.27414e-03,3.10689e-02,-2.09589e-01,1.78973e-01,-4.78877e-02,-1.19723e-01,1.48111e-01,-9.29526e-02,8.47044e-03,-6.67112e-03,7.93678e-02,-5.19976e-02,-5.31304e-02,-6.67938e-02,1.02488e-01,1.27565e-01,1.40483e-01,-2.08758e-01,-2.66381e-02,4.59629e-03,2.31367e-02,-3.11078e-02,-4.92463e-02,-1.21799e-02,1.85409e-02,2.28166e-02,1.75371e-02,1.20876e-02,
-1.94065e-03,1.59738e-02,-1.04102e-02,-1.05813e-02,2.56315e-02,-1.38741e-03,-8.66413e-03,5.53964e-02,-4.78877e-02,1.65933e-02,3.11802e-02,-3.87694e-02,2.51239e-02,-2.13024e-03,1.40970e-03,-2.13305e-02,1.42378e-02,1.42171e-02,1.81457e-02,-2.86295e-02,-3.33346e-02,-3.67955e-02,5.43455e-02,6.19609e-03,-2.47595e-03,-3.70078e-03,6.72449e-03,1.28037e-02,2.05583e-03,-2.40140e-03,-3.21589e-03,-3.19418e-03,-6.33219e-03,
