1	v1	1	8	2	2	2.12982e+000	2.26116e+000	0.00000e+000	0.00000e+000	0.00000e+000	0.00000e+000	0.00000e+000	0.00000e+000	0.00000e+000
1	v2	1	8	2	2	3.77704e+000	2.30913e+000	2.51024e+000	0.00000e+000	0.00000e+000	0.00000e+000	0.00000e+000	0.00000e+000	0.00000e+000
1	v3	1	8	2	2	1.69155e+000	1.61782e+000	1.41918e+000	0.00000e+000	0.00000e+000	0.00000e+000	0.00000e+000	0.00000e+000	0.00000e+000
1	v4	1	8	2	2	3.76464e+000	3.86443e+000	4.89228e+000	0.00000e+000	0.00000e+000	0.00000e+000	0.00000e+000	0.00000e+000	0.00000e+000
1	v5	1	8	2	2	2.86759e+000	2.76758e+000	3.08101e+000	0.00000e+000	0.00000e+000	0.00000e+000	0.00000e+000	0.00000e+000	0.00000e+000
1	v6	1	8	2	2	8.62681e-001	2.77247e+000	0.00000e+000	3.20422e+000	0.00000e+000	0.00000e+000	0.00000e+000	0.00000e+000	0.00000e+000
1	v7	1	8	2	2	1.38100e+000	1.37650e+000	0.00000e+000	1.49602e+000	0.00000e+000	0.00000e+000	0.00000e+000	0.00000e+000	0.00000e+000
1	v8	1	8	2	2	4.89744e-001	2.60356e+000	0.00000e+000	2.85591e+000	0.00000e+000	0.00000e+000	0.00000e+000	0.00000e+000	0.00000e+000
1	v9	1	8	2	2	3.01454e-001	1.78173e+000	0.00000e+000	1.96647e+000	0.00000e+000	0.00000e+000	0.00000e+000	0.00000e+000	0.00000e+000
1	v10	1	8	2	2	3.08548e+000	1.90650e+000	0.00000e+000	0.00000e+000	1.74202e+000	0.00000e+000	0.00000e+000	0.00000e+000	0.00000e+000
1	v11	1	8	2	2	2.57152e+000	1.42252e+000	0.00000e+000	0.00000e+000	7.09142e-001	0.00000e+000	0.00000e+000	0.00000e+000	0.00000e+000
1	v12	1	8	2	2	1.88305e+000	1.39557e+000	0.00000e+000	0.00000e+000	7.22075e-001	0.00000e+000	0.00000e+000	0.00000e+000	0.00000e+000
1	v13	1	8	2	2	2.30000e+000	1.57330e+000	0.00000e+000	0.00000e+000	1.26565e-001	0.00000e+000	0.00000e+000	0.00000e+000	0.00000e+000
1	v14	1	8	2	2	5.16276e+000	4.02314e+000	0.00000e+000	0.00000e+000	3.80326e+000	0.00000e+000	0.00000e+000	0.00000e+000	0.00000e+000
1	v15	1	8	2	2	2.08565e+000	2.48595e+000	0.00000e+000	0.00000e+000	6.64442e-001	0.00000e+000	0.00000e+000	0.00000e+000	0.00000e+000
1	v16	1	8	2	2	1.45054e+000	2.16808e+000	0.00000e+000	0.00000e+000	0.00000e+000	9.28015e-001	0.00000e+000	0.00000e+000	0.00000e+000
1	v17	1	8	2	2	1.78181e+000	1.66062e+000	0.00000e+000	0.00000e+000	0.00000e+000	1.22816e+000	0.00000e+000	0.00000e+000	0.00000e+000
1	v18	1	8	2	2	2.53768e+000	2.40385e+000	0.00000e+000	0.00000e+000	0.00000e+000	1.39610e+000	0.00000e+000	0.00000e+000	0.00000e+000
1	v19	1	8	2	2	2.04624e+000	2.93452e+000	0.00000e+000	0.00000e+000	0.00000e+000	1.97649e+000	0.00000e+000	0.00000e+000	0.00000e+000
1	v20	1	8	2	2	1.72924e+000	1.81133e+000	0.00000e+000	0.00000e+000	0.00000e+000	1.04469e+000	0.00000e+000	0.00000e+000	0.00000e+000
1	v21	1	8	2	2	2.63170e+000	1.17520e+000	0.00000e+000	0.00000e+000	0.00000e+000	4.76217e-001	0.00000e+000	0.00000e+000	0.00000e+000
1	v22	1	8	2	2	2.31879e+000	2.07625e+000	0.00000e+000	0.00000e+000	0.00000e+000	0.00000e+000	1.45736e+000	0.00000e+000	0.00000e+000
1	v23	1	8	2	2	2.97972e+000	1.40723e+000	0.00000e+000	0.00000e+000	0.00000e+000	0.00000e+000	1.40567e+000	0.00000e+000	0.00000e+000
1	v24	1	8	2	2	2.58351e+000	2.00497e+000	0.00000e+000	0.00000e+000	0.00000e+000	0.00000e+000	1.93037e+000	0.00000e+000	0.00000e+000
1	v25	1	8	2	2	4.13206e+000	2.75632e+000	0.00000e+000	0.00000e+000	0.00000e+000	0.00000e+000	2.68103e+000	0.00000e+000	0.00000e+000
1	v26	1	8	2	2	9.45622e-001	1.45445e+000	0.00000e+000	0.00000e+000	0.00000e+000	0.00000e+000	1.37661e+000	0.00000e+000	0.00000e+000
1	v27	1	8	2	2	2.26966e+000	1.92005e+000	0.00000e+000	0.00000e+000	0.00000e+000	0.00000e+000	0.00000e+000	1.80628e+000	0.00000e+000
1	v28	1	8	2	2	3.41301e+000	2.30331e+000	0.00000e+000	0.00000e+000	0.00000e+000	0.00000e+000	0.00000e+000	1.80953e+000	0.00000e+000
1	v29	1	8	2	2	9.51884e-001	9.08756e-001	0.00000e+000	0.00000e+000	0.00000e+000	0.00000e+000	0.00000e+000	9.59239e-001	0.00000e+000
1	v30	1	8	2	2	2.07645e+000	2.08556e+000	0.00000e+000	0.00000e+000	0.00000e+000	0.00000e+000	0.00000e+000	2.33232e+000	0.00000e+000
1	v31	1	8	2	2	2.99941e+000	2.01851e+000	0.00000e+000	0.00000e+000	0.00000e+000	0.00000e+000	0.00000e+000	1.54417e+000	0.00000e+000
1	v32	1	8	2	2	4.50791e+000	2.46681e+000	0.00000e+000	0.00000e+000	0.00000e+000	0.00000e+000	0.00000e+000	0.00000e+000	2.58247e+000
1	v33	1	8	2	2	4.09987e+000	2.98952e+000	0.00000e+000	0.00000e+000	0.00000e+000	0.00000e+000	0.00000e+000	0.00000e+000	2.72603e+000
1	v34	1	8	2	2	2.95206e+000	1.67437e+000	0.00000e+000	0.00000e+000	0.00000e+000	0.00000e+000	0.00000e+000	0.00000e+000	1.30038e+000
1	v35	1	8	2	2	3.22210e+000	1.40380e+000	0.00000e+000	0.00000e+000	0.00000e+000	0.00000e+000	0.00000e+000	0.00000e+000	4.44440e-001
0	Group1	1	8	0	0.00000e+000	0.00000e+000	0.00000e+000	0.00000e+000	0.00000e+000	0.00000e+000	0.00000e+000	0.00000e+000	1.00000e+000	0.00000e+000	1.00000e+000	0.00000e+000	0.00000e+000	1.00000e+000	0.00000e+000	0.00000e+000	0.00000e+000	1.00000e+000	0.00000e+000	0.00000e+000	0.00000e+000	0.00000e+000	1.00000e+000	0.00000e+000	0.00000e+000	0.00000e+000	0.00000e+000	0.00000e+000	1.00000e+000	0.00000e+000	0.00000e+000	0.00000e+000	0.00000e+000	0.00000e+000	0.00000e+000	1.00000e+000	0.00000e+000	0.00000e+000	0.00000e+000	0.00000e+000	0.00000e+000	0.00000e+000	0.00000e+000	1.00000e+000
