"Parameter","Item","True_Value","FlexMIRT","MIRT","Mplus","Ratio_Flex_MIRT","Ratio_Flex_Mplus","Ratio_MIRT_Mplus"
"Intercept",1,NA,0.00176266200891401,0.00140904215675496,0.000655554993145674,1.25096470709822,2.68880876104062,2.14938818480153
"Intercept",2,NA,0.00299738689581722,0.00377259228304638,0.00109406233675848,0.794516520984032,2.73968566059769,3.44824253270972
"Intercept",3,NA,0.00495415822299682,8.62407739357997e-05,0.00263736120831053,57.4456605257839,1.87845267739052,0.0326996445022579
"Intercept",4,NA,0.0314773947847139,0.000514183028633551,0.021043813974188,61.2182686549682,1.4958027486521,0.0244339276741487
"Intercept",5,NA,0.000103364135872063,1.39981400913548e-05,9.5892303718901e-05,7.38413354899201,1.07791899728538,0.145977722387283
"Intercept",6,NA,0.00024654964867907,0.000157324255178426,0.000323672087353134,1.56714327615568,0.76172663109525,0.486060619143786
"Intercept",7,NA,0.00058935922391103,8.97320554041858e-05,0.0010791208766809,6.56798979201292,0.546147550887672,0.0831529232204078
"Intercept",8,NA,0.00283922904220544,0.000570703992526583,0.00885882172536004,4.97495913711029,0.32049736750855,0.0644221105491756
"Intercept",9,NA,1.79461109157548e-05,0.00109426744900779,5.53794400779629e-05,0.0164001140050607,0.324057283542237,19.7594531014991
"Intercept",10,NA,6.23735245361361e-05,0.00409930638618303,0.000252591548833266,0.0152156288552546,0.246934328659224,16.2289926369981
"Intercept",11,NA,0.000165650410765925,0.000682440951322353,0.00086901498884155,0.242732225322861,0.190618588738898,0.785304005207193
"Intercept",12,NA,0.000637561521053017,0.00283121837077122,0.00663634677697672,0.225189807905685,0.0960711581957847,0.426623030097445
"Intercept",13,NA,0.000110181717260617,9.76219751382454e-05,9.66212376935191e-05,1.12865691464022,1.140346779764,1.01035732379977
"Intercept",14,NA,0.000260262386786337,0.00112041773969578,0.000355929975652047,0.232290490917258,0.731217949006821,3.14786001837364
"Intercept",15,NA,0.000658237985559318,5.57236572351307e-05,0.00119204129469436,11.8125409963999,0.552193945368388,0.0467464151478229
"Intercept",16,NA,0.00284971125011636,0.000893630142855816,0.00879014055769341,3.18891576442285,0.324194048026024,0.10166278195332
"Intercept",17,NA,0.00141722944721706,9.822101366965e-05,0.000590391666618315,14.4289841274055,2.40049026324297,0.166365853759839
"Intercept",18,NA,0.00361087353664376,0.00124346457027742,0.00129836027162362,2.90388131914218,2.78110291539366,0.95771920741417
"Intercept",19,NA,0.00525049190304604,0.000606208143329651,0.00288971162721469,8.66120318708893,1.81696050692326,0.209781535853098
"Intercept",20,NA,0.0220062469935085,0.00311832669498551,0.0161454663991722,7.05706910981972,1.3629985315653,0.193139462056383
"Slope",1,NA,0.00189734339862838,0.00225349425561989,0.00134108421456759,0.841956172684569,1.41478318663243,1.6803525320343
"Slope",2,NA,0.00219467797659133,0.0207153174448933,0.0021414408279373,0.105944694423805,1.02486043413364,9.67354183904626
"Slope",3,NA,0.00423481579631792,0.000211655889927408,0.00354180085586956,20.0080224451601,1.19566739312852,0.0597593988314296
"Slope",4,NA,0.0452149192977287,0.00231494153963358,0.0147932939605491,19.5317758671718,3.05644702378714,0.156485874329753
"Slope",5,NA,0.000201683144644363,5.69848749144166e-05,8.49255321288892e-05,3.53923992896823,2.37482344341716,0.670998149625159
"Slope",6,NA,0.000481974729469709,0.000613351315572403,0.000207731007112041,0.785805324343213,2.32018674616906,2.95262283709811
"Slope",7,NA,0.00143006758995873,0.000228547577940387,0.000497265789737487,6.25719862291319,2.87586160052089,0.459608488372064
"Slope",8,NA,0.0127036029760758,0.00236899121859779,0.00210291154716803,5.36245253943791,6.04095925631472,1.12652917893198
"Slope",9,NA,8.06868359825866e-05,0.00258884747130902,1.3897414436362e-05,0.031167087623663,5.80588830764614,186.282670288325
"Slope",10,NA,0.000324191781680785,0.0157676862202131,5.61433919248296e-05,0.0205605170697266,5.77435332220121,280.846697707977
"Slope",11,NA,0.00104543119990386,0.00115164967718611,0.000153662346418642,0.90776841309783,6.803431187076,7.49467715434024
"Slope",12,NA,0.00881105681648939,0.029913324277222,0.000584927777737438,0.294552913438601,15.063495275556,51.1402012619915
"Slope",13,NA,0.000212725382502406,0.00033020945634384,8.82809415975796e-05,0.644213478492572,2.40964106921395,3.74043876705653
"Slope",14,NA,0.000512128197893493,0.00992731569806245,0.000225057726260866,0.0515877819815327,2.27554150840341,44.1100861676512
"Slope",15,NA,0.00157111933805391,0.000256667334087334,0.000549442786864033,6.12122825695972,2.85947759369295,0.467141147765855
"Slope",16,NA,0.0121292388430893,0.00710825737001028,0.00105934255502165,1.7063589866994,11.4497796634267,6.71006497031079
"Slope",17,NA,0.0021308602035213,0.00036243953015681,0.00105934255502165,5.87921577593751,2.01149306560025,0.342136288624225
"Slope",18,NA,0.00273359727277417,0.00956877436686308,0.00244584461405554,0.285678935250129,1.11764960744644,3.91225767649922
"Slope",19,NA,0.0045717552860253,0.00137639352630958,0.00381878989120985,3.32154663520048,1.19717382109674,0.360426618253543
"Slope",20,NA,0.0314916568470248,0.0219440247764732,0.0115161086287688,1.43509028848655,2.73457448711056,1.90550692806545
