"","intercept_1","slope_1","intercept_2","slope_2","intercept_3","slope_3","intercept_4","slope_4","intercept_5","slope_5","intercept_6","slope_6","intercept_7","slope_7","intercept_8","slope_8","intercept_9","slope_9","intercept_10","slope_10","intercept_11","slope_11","intercept_12","slope_12","intercept_13","slope_13","intercept_14","slope_14","intercept_15","slope_15","intercept_16","slope_16","intercept_17","slope_17","intercept_18","slope_18","intercept_19","slope_19","intercept_20","slope_20"
"194",0.228437,0.237323,0.30916,0.320577,0.368492,0.317809,0.445326,0.487562,0.172186,0.177403,0.217785,0.252536,0.171117,0.202497,0.24702,0.337886,0.130796,0.144435,0.156498,0.210225,0.184562,0.291853,0.185801,0.288062,0.151766,0.1677,0.167332,0.20132,0.238472,0.305921,0.316847,0.59297,0.254722,0.299138,0.231397,0.21749,0.495336,0.483017,0.378563,0.497584
"195",0.299218,0.29758,0.239621,0.246966,0.28557,0.282471,0.532473,0.63425,0.155609,0.169113,0.178762,0.208142,0.234165,0.300453,0.295911,0.486318,0.135423,0.160074,0.173494,0.269707,0.170084,0.232992,0.234204,0.427052,0.148356,0.164063,0.166297,0.198854,0.205964,0.247514,0.255309,0.406634,0.229033,0.29468,0.262075,0.253247,0.24686,0.240121,0.38689,0.467963
"196",0.229291,0.240936,0.267388,0.277362,0.309424,0.298749,0.468576,0.582184,0.147815,0.168,0.193122,0.236923,0.234578,0.300759,0.231735,0.359171,0.123261,0.136218,0.163119,0.224819,0.156631,0.21509,0.199457,0.387444,0.150964,0.182352,0.190788,0.208166,0.197467,0.259976,0.311392,0.548519,0.210911,0.218831,0.241722,0.219773,0.378766,0.366126,0.376996,0.492563
"197",0.321916,0.40213,0.337564,0.345681,0.267093,0.261665,0.520832,0.543221,0.152486,0.180972,0.176409,0.220708,0.210282,0.247323,0.285443,0.435045,0.125889,0.143623,0.14874,0.187787,0.165584,0.236245,0.228232,0.423023,0.184941,0.208911,0.178929,0.201613,0.218585,0.270327,0.294136,0.455513,0.274601,0.278679,0.320292,0.315469,0.317205,0.333982,0.312951,0.343651
"198",0.223686,0.271915,0.207942,0.202611,0.261139,0.270436,0.357677,0.464518,0.164838,0.185813,0.179443,0.198636,0.213065,0.247012,0.398461,0.870827,0.133523,0.154948,0.142938,0.195769,0.16732,0.233385,0.227232,0.393868,0.150666,0.165229,0.213832,0.270169,0.255555,0.351857,0.30265,0.441708,0.270797,0.259761,0.27629,0.258302,0.459492,0.458517,0.392012,0.455207
"199",0.243546,0.278841,0.280939,0.285346,0.26393,0.260006,0.35738,0.395988,0.165676,0.179701,0.189439,0.223335,0.212163,0.282486,0.232434,0.36727,0.126846,0.148948,0.144442,0.180106,0.159522,0.211908,0.206852,0.358172,0.151608,0.170993,0.215219,0.260376,0.239323,0.310181,0.414756,0.708769,0.215352,0.258533,0.329206,0.312912,0.382898,0.398034,0.307128,0.325693
"200",0.359598,0.303336,0.433588,0.336241,0.355949,0.379899,0.605457,0.780041,0.157469,0.163204,0.184229,0.208208,0.221647,0.264716,0.270988,0.405483,0.130745,0.152248,0.148993,0.203486,0.152378,0.201899,0.236995,0.454893,0.178627,0.199043,0.174909,0.222965,0.184569,0.236497,0.243401,0.381805,0.225714,0.213983,0.313587,0.295158,0.316551,0.339344,0.333779,0.393186
"201",0.231471,0.250394,0.239337,0.217145,0.30099,0.302023,0.46235,0.548493,0.147037,0.164931,0.170869,0.204561,0.207368,0.272161,0.365023,0.638384,0.129158,0.147533,0.150187,0.195716,0.175387,0.252203,0.21803,0.382679,0.160279,0.181734,0.184764,0.210399,0.198812,0.236637,0.322221,0.478504,0.251034,0.270956,0.339545,0.322785,0.413385,0.384766,0.509923,0.557509
"202",0.239197,0.237865,0.238058,0.250236,0.267532,0.273861,0.286365,0.336727,0.158409,0.167956,0.184731,0.222969,0.225607,0.287425,0.28042,0.497427,0.124825,0.141001,0.150899,0.19233,0.189565,0.280028,0.26286,0.582513,0.176285,0.19224,0.18845,0.209386,0.215499,0.273479,0.300308,0.475898,0.222716,0.19498,0.2946,0.293947,0.353348,0.340765,0.516252,0.569263
"203",0.353862,0.320814,0.276913,0.271568,0.282826,0.31248,0.342535,0.394567,0.149163,0.185265,0.185903,0.222746,0.223083,0.290047,0.329325,0.55073,0.132094,0.155019,0.171608,0.245286,0.179665,0.284306,0.261994,0.6408,0.140179,0.152442,0.167579,0.177936,0.180606,0.224564,0.218967,0.312261,0.239522,0.230883,0.327104,0.305322,0.272106,0.268922,0.335144,0.418096
"204",0.229333,0.258055,0.240209,0.236673,0.292179,0.28956,0.466689,0.626752,0.16422,0.168563,0.191683,0.232096,0.255771,0.340964,0.267704,0.398503,0.135021,0.152697,0.166147,0.215775,0.171123,0.24076,0.312286,0.770319,0.171965,0.192065,0.181726,0.212943,0.220537,0.286785,0.251859,0.408006,0.267888,0.292407,0.313077,0.331433,0.413992,0.39481,0.264666,0.307975
"205",0.249942,0.248664,0.283565,0.275865,0.401802,0.38247,0.405192,0.462651,0.158539,0.16618,0.182586,0.193439,0.228229,0.274663,0.361698,0.504855,0.136374,0.160873,0.146467,0.191743,0.153442,0.195515,0.239137,0.472539,0.166412,0.197333,0.176877,0.207954,0.245015,0.315666,0.308235,0.606294,0.258588,0.309701,0.261051,0.248866,0.325438,0.319696,0.403303,0.465305
"206",0.222017,0.295366,0.276084,0.281038,0.297492,0.301236,0.399318,0.455689,0.158197,0.172788,0.172771,0.211691,0.169461,0.209411,0.332567,0.596305,0.133827,0.166139,0.144385,0.179049,0.19895,0.302486,0.228547,0.403147,0.155064,0.170865,0.162838,0.186021,0.214347,0.260975,0.242806,0.357852,0.218752,0.219122,0.522128,0.438964,0.282627,0.266827,0.40295,0.497058
"207",0.272435,0.343352,0.333787,0.346678,0.305,0.335865,0.388974,0.508002,0.16645,0.189735,0.151793,0.183815,0.187188,0.244717,0.331949,0.587224,0.129714,0.148144,0.136816,0.167859,0.155827,0.207622,0.205206,0.321836,0.165083,0.181762,0.182093,0.2192,0.173703,0.197585,0.479884,0.656217,0.229125,0.233259,0.390572,0.351099,0.457654,0.397571,0.335807,0.349074
"208",0.206197,0.211197,0.276307,0.26594,0.320383,0.337766,0.404157,0.468913,0.155511,0.167911,0.176407,0.210522,0.193584,0.275064,0.230165,0.323023,0.13173,0.166869,0.156882,0.205702,0.162556,0.2251,0.214744,0.354634,0.153627,0.165814,0.167788,0.184088,0.214176,0.263621,0.278958,0.379236,0.227168,0.232587,0.25556,0.258504,0.285889,0.280853,0.475241,0.590959
"209",0.255627,0.250683,0.29005,0.283511,0.431211,0.450399,0.334957,0.390761,0.158592,0.181074,0.17632,0.193552,0.238637,0.302631,0.233281,0.344336,0.127423,0.14744,0.161869,0.221158,0.188882,0.285267,0.21493,0.397425,0.171003,0.193886,0.181504,0.203339,0.204441,0.265918,0.282357,0.456221,0.262506,0.324245,0.255466,0.262981,0.262742,0.274,0.518247,0.624421
"210",0.230641,0.275667,0.233981,0.231044,0.360676,0.350729,0.358796,0.472445,0.182566,0.200617,0.188207,0.228184,0.220943,0.275946,0.228714,0.38101,0.136738,0.168251,0.14164,0.184628,0.186379,0.287203,0.218501,0.385408,0.158098,0.178548,0.172459,0.18405,0.188062,0.218878,0.256874,0.398464,0.374722,0.322158,0.240389,0.245698,0.244447,0.24432,0.362743,0.404838
"211",0.275014,0.284566,0.449528,0.433994,0.40671,0.371793,0.433997,0.492935,0.156277,0.185356,0.198736,0.234815,0.215781,0.270342,0.285309,0.471458,0.130864,0.152258,0.14008,0.171914,0.174248,0.240562,0.240061,0.45516,0.15905,0.17162,0.187118,0.218862,0.221864,0.287591,0.228413,0.317098,0.221758,0.234872,0.252854,0.259846,0.338844,0.307452,0.375542,0.443489
"212",0.288965,0.321426,0.220816,0.213741,0.266001,0.258235,0.494709,0.571089,0.151622,0.168507,0.161595,0.196062,0.287815,0.415474,0.283625,0.496952,0.127824,0.145035,0.145577,0.183807,0.193946,0.287146,0.225488,0.358118,0.159875,0.190153,0.188052,0.22128,0.208448,0.245425,0.338223,0.574844,0.266201,0.240035,0.280691,0.245134,0.325824,0.294647,0.47598,0.514642
"213",0.302746,0.318144,0.221457,0.2267,0.416184,0.441591,0.380072,0.462585,0.150069,0.176787,0.179884,0.206026,0.274757,0.423069,0.322345,0.593212,0.129248,0.14726,0.156986,0.218239,0.171511,0.255704,0.274593,0.558534,0.163849,0.164985,0.171061,0.19227,0.170852,0.192969,0.264761,0.408695,0.201995,0.227078,0.373084,0.346519,0.254627,0.273133,0.497489,0.577198
"214",0.222986,0.224068,0.297841,0.291035,0.316891,0.332543,0.29976,0.360884,0.171302,0.176863,0.189316,0.24118,0.234764,0.289103,0.249374,0.39967,0.130603,0.149529,0.155265,0.19036,0.177682,0.245546,0.275728,0.60103,0.151538,0.16265,0.194846,0.223231,0.199474,0.244723,0.374133,0.626255,0.237428,0.235287,0.320664,0.319814,0.326103,0.320501,0.387424,0.492772
"215",0.24753,0.242393,0.342061,0.290966,0.265682,0.260497,0.45898,0.556304,0.155064,0.179177,0.177661,0.201073,0.201288,0.237222,0.26918,0.412806,0.128858,0.147828,0.150753,0.183793,0.157581,0.205005,0.237587,0.418735,0.142863,0.162559,0.203851,0.234476,0.194532,0.2526,0.26969,0.434961,0.238295,0.263237,0.214803,0.211057,0.268776,0.299388,0.388303,0.48376
"216",0.248132,0.278254,0.349142,0.336192,0.27233,0.256078,0.437389,0.590255,0.169837,0.185446,0.190399,0.230014,0.258491,0.343949,0.299544,0.464859,0.134666,0.16081,0.162258,0.232951,0.170862,0.256801,0.251048,0.514145,0.162732,0.184749,0.188268,0.209264,0.178853,0.226153,0.376123,0.716953,0.246868,0.260866,0.260105,0.22566,0.247129,0.263213,0.316731,0.365526
"217",0.228427,0.299897,0.336325,0.318244,0.331547,0.320086,0.310969,0.394233,0.158638,0.187797,0.179732,0.204255,0.225553,0.283226,0.269143,0.412933,0.138364,0.162628,0.155066,0.210645,0.170079,0.245425,0.219772,0.396244,0.147568,0.164637,0.173816,0.204394,0.24772,0.323606,0.222484,0.359054,0.299577,0.266669,0.290746,0.29405,0.270744,0.279479,0.47192,0.534071
"218",0.197022,0.203077,0.220601,0.219277,0.349642,0.357615,0.316062,0.371274,0.151774,0.156772,0.165826,0.196132,0.212278,0.288169,0.234471,0.394421,0.126407,0.140819,0.138229,0.172918,0.165698,0.223277,0.223652,0.427856,0.159668,0.167286,0.195335,0.23133,0.225543,0.285469,0.303634,0.475458,0.253061,0.23875,0.227424,0.198391,0.291287,0.300778,0.406707,0.504833
"219",0.24038,0.233994,0.324482,0.36988,0.256816,0.282628,0.361858,0.391945,0.155476,0.18325,0.196188,0.224095,0.190009,0.230684,0.381272,0.588232,0.132206,0.149693,0.145511,0.183241,0.178092,0.23945,0.279435,0.540954,0.163303,0.175475,0.191052,0.204873,0.223081,0.268418,0.286449,0.454257,0.234718,0.220418,0.30058,0.270712,0.298608,0.288966,0.592065,0.692908
"220",0.231482,0.23038,0.261212,0.245323,0.297236,0.290344,0.484564,0.625071,0.143701,0.146213,0.16295,0.172387,0.200002,0.246198,0.354939,0.698781,0.133292,0.147676,0.153014,0.194446,0.200161,0.306498,0.204629,0.303047,0.167251,0.192886,0.179682,0.194937,0.232793,0.301424,0.305869,0.526243,0.257423,0.27106,0.324925,0.299013,0.258971,0.273112,0.525211,0.594123
"221",0.233612,0.23972,0.292428,0.265718,0.384879,0.348059,0.502249,0.561105,0.169993,0.176233,0.184241,0.220261,0.228769,0.286286,0.45089,0.673282,0.136121,0.162807,0.141284,0.168189,0.17888,0.249905,0.240893,0.464832,0.14942,0.17296,0.173127,0.194656,0.179112,0.231417,0.200627,0.339482,0.257043,0.263415,0.282298,0.268802,0.285775,0.304325,0.412487,0.567579
"222",0.269557,0.275617,0.271981,0.269052,0.249353,0.257409,0.329754,0.395347,0.17696,0.221163,0.166944,0.198285,0.176941,0.21796,0.263234,0.426898,0.129392,0.14901,0.14174,0.182602,0.161785,0.227648,0.258664,0.49939,0.177085,0.191113,0.177642,0.203754,0.210588,0.272834,0.274033,0.431804,0.275925,0.28522,0.261859,0.292693,0.327433,0.32148,0.341097,0.397338
"223",0.228655,0.253319,0.261533,0.307753,0.33401,0.346328,0.378406,0.410008,0.147864,0.156562,0.199289,0.220061,0.215068,0.260722,0.238685,0.360314,0.131696,0.161225,0.140252,0.178398,0.172557,0.255707,0.242497,0.450885,0.155206,0.177061,0.196521,0.250523,0.229487,0.340354,0.25206,0.371232,0.254595,0.242713,0.296145,0.27875,0.225941,0.225891,0.652078,0.807359
"224",0.251211,0.223801,0.366325,0.350616,0.297587,0.297157,0.316886,0.359353,0.158495,0.179904,0.200048,0.242089,0.247,0.320549,0.240869,0.347208,0.128079,0.150148,0.150489,0.191664,0.179424,0.259018,0.235736,0.423729,0.165774,0.178526,0.15345,0.168809,0.192369,0.244139,0.244106,0.383784,0.274405,0.275402,0.278871,0.25735,0.401593,0.391214,0.518049,0.671449
"225",0.297634,0.354737,0.193863,0.196738,0.371763,0.346894,0.324681,0.387727,0.167721,0.18143,0.165279,0.178204,0.223063,0.284098,0.25404,0.390959,0.131475,0.155375,0.137513,0.169685,0.152351,0.226132,0.226817,0.429006,0.14924,0.16055,0.169604,0.19667,0.233401,0.292589,0.332201,0.561683,0.319362,0.29414,0.234528,0.263583,0.439611,0.446595,0.405179,0.429422
"226",0.288923,0.300638,0.26771,0.290534,0.361262,0.33734,0.490544,0.59942,0.155921,0.182519,0.169276,0.195774,0.196168,0.255264,0.246585,0.39722,0.126817,0.149439,0.134267,0.158062,0.164462,0.228878,0.223914,0.404476,0.159281,0.174287,0.174711,0.207766,0.232365,0.297598,0.294494,0.46462,0.224005,0.248349,0.305442,0.304169,0.277893,0.295444,0.399365,0.537544
"227",0.2365,0.252414,0.229939,0.237258,0.422649,0.416488,0.752458,0.881092,0.159606,0.181031,0.192665,0.222095,0.237084,0.267568,0.237068,0.328338,0.138674,0.180215,0.154171,0.193376,0.163996,0.219392,0.177976,0.246568,0.152501,0.163894,0.172622,0.197112,0.232164,0.334765,0.246559,0.371904,0.217439,0.223934,0.232676,0.231163,0.411117,0.41497,0.602518,0.810181
"228",0.290788,0.259408,0.278643,0.270422,0.292509,0.285704,0.888472,1.06703,0.151211,0.179301,0.166515,0.201954,0.163809,0.195122,0.217082,0.298517,0.130051,0.147632,0.150317,0.19828,0.169226,0.239662,0.231394,0.427916,0.160022,0.190244,0.174282,0.199882,0.244503,0.290027,0.250696,0.353725,0.253042,0.29065,0.257937,0.264146,0.300865,0.304351,0.4081,0.465662
"229",0.306787,0.300325,0.239803,0.254115,0.293768,0.289116,0.557506,0.72167,0.16626,0.184357,0.206563,0.262101,0.18641,0.236806,0.25553,0.451255,0.122029,0.140494,0.140294,0.17642,0.157623,0.225745,0.229184,0.438977,0.164003,0.178119,0.189949,0.227064,0.216453,0.280178,0.258566,0.450858,0.22128,0.229601,0.262992,0.245647,0.295076,0.284408,0.472288,0.588824
"230",0.295921,0.324527,0.368068,0.322204,0.323484,0.325504,0.448142,0.505618,0.142543,0.167225,0.183964,0.209259,0.188465,0.232937,0.215681,0.288166,0.136118,0.164039,0.158037,0.201221,0.176003,0.247917,0.249395,0.510276,0.149801,0.160656,0.160657,0.199051,0.247386,0.326951,0.312759,0.550906,0.229267,0.309138,0.370933,0.333348,0.274139,0.295183,0.416357,0.492153
"231",0.231344,0.255719,0.380679,0.343484,0.344971,0.371132,0.317025,0.35719,0.149564,0.161915,0.163427,0.18052,0.164288,0.208821,0.243842,0.402063,0.128352,0.148239,0.149273,0.180741,0.166151,0.248514,0.212994,0.413946,0.163675,0.186731,0.172206,0.216569,0.225753,0.286743,0.338825,0.596834,0.482045,0.430136,0.294413,0.288604,0.407738,0.373434,0.299041,0.353786
"232",0.222194,0.220277,0.276428,0.258133,0.230912,0.235395,0.491515,0.631097,0.143172,0.159097,0.184831,0.214466,0.19684,0.272563,0.237543,0.44287,0.138872,0.163867,0.168817,0.256932,0.175971,0.271379,0.218163,0.395633,0.162785,0.193122,0.212945,0.243532,0.233557,0.299775,0.278906,0.438234,0.236214,0.27342,0.267699,0.30798,0.319393,0.290956,0.863244,1.03628
"233",0.265988,0.347862,0.22039,0.257804,0.428189,0.398874,0.494719,0.543122,0.183272,0.213728,0.147746,0.165267,0.18364,0.221712,0.278263,0.406281,0.125806,0.145904,0.146182,0.18446,0.148233,0.18962,0.225408,0.450497,0.151581,0.17305,0.153969,0.186232,0.217331,0.26484,0.361975,0.49914,0.2232,0.274068,0.281926,0.264717,0.307772,0.326299,0.672005,0.714393
"234",0.268588,0.344705,0.258462,0.230926,0.244188,0.24957,0.398801,0.466004,0.166607,0.167098,0.189064,0.211763,0.189535,0.214236,0.262566,0.383121,0.136671,0.153533,0.155284,0.197434,0.163318,0.22187,0.237755,0.427783,0.146363,0.168505,0.187246,0.214397,0.283461,0.395751,0.242606,0.390751,0.306854,0.284215,0.281047,0.283385,0.336523,0.366557,0.906615,1.15873
"235",0.358789,0.336653,0.274304,0.260432,0.296215,0.297194,0.433592,0.526424,0.167691,0.183684,0.181559,0.230931,0.18426,0.230067,0.350899,0.651577,0.126527,0.139858,0.147919,0.188756,0.156574,0.205568,0.232103,0.43075,0.152061,0.174039,0.197979,0.23925,0.202649,0.246085,0.292979,0.434734,0.285642,0.324853,0.336321,0.324168,0.315073,0.272398,0.638943,0.737253
"236",0.241688,0.265178,0.29206,0.248574,0.319394,0.322822,0.34184,0.380191,0.168699,0.188881,0.194496,0.22647,0.20829,0.26909,0.297983,0.487217,0.133732,0.149484,0.170577,0.258867,0.169751,0.239236,0.237099,0.44894,0.177475,0.204041,0.173762,0.19781,0.204268,0.266111,0.254043,0.387912,0.261098,0.368279,0.225498,0.241971,0.259258,0.237332,0.417694,0.499366
"237",0.239234,0.255095,0.236629,0.271299,0.298977,0.318723,0.414584,0.437251,0.175028,0.179275,0.175657,0.191519,0.205605,0.277332,0.33372,0.595356,0.132436,0.14986,0.153541,0.198282,0.188331,0.278976,0.241392,0.448974,0.158027,0.157507,0.1597,0.175828,0.169568,0.209853,0.326097,0.524169,0.265722,0.280799,0.247767,0.239456,0.286119,0.225292,0.294975,0.328499
"238",0.29828,0.291835,0.361726,0.332693,0.253281,0.244632,0.553606,0.630101,0.170185,0.200076,0.172007,0.205354,0.198499,0.255837,0.322172,0.516281,0.12866,0.144952,0.164521,0.222146,0.16881,0.253102,0.218001,0.376583,0.149521,0.165552,0.189588,0.22648,0.227339,0.301359,0.249536,0.37629,0.28238,0.280732,0.25291,0.240294,0.368564,0.36219,0.436362,0.460096
"239",0.278955,0.274493,0.298738,0.261104,0.331584,0.322737,0.431065,0.519525,0.160271,0.179801,0.164291,0.187082,0.235985,0.286875,0.295438,0.45282,0.124693,0.13853,0.149588,0.195699,0.148503,0.184789,0.203218,0.332473,0.166191,0.17994,0.177847,0.206377,0.193089,0.245887,0.245724,0.362131,0.211029,0.243365,0.350248,0.336695,0.37112,0.365955,0.586353,0.739802
"240",0.209818,0.214882,0.234492,0.229175,0.27372,0.277391,0.44606,0.514118,0.170121,0.18578,0.177505,0.211943,0.21047,0.262443,0.295061,0.452948,0.128713,0.146019,0.152877,0.203082,0.171315,0.24412,0.232302,0.41896,0.154328,0.171006,0.183972,0.220475,0.21535,0.274238,0.245467,0.381786,0.345986,0.315387,0.317588,0.342181,0.337548,0.344297,0.602318,0.72868
"241",0.263664,0.268942,0.304678,0.336488,0.319721,0.331469,0.461838,0.543609,0.154116,0.165913,0.171886,0.216896,0.224214,0.294442,0.324432,0.563838,0.128977,0.145245,0.160818,0.218617,0.18215,0.26987,0.217477,0.37918,0.145273,0.169285,0.198959,0.236577,0.233599,0.307328,0.445145,0.849316,0.243408,0.260964,0.272971,0.242089,0.316596,0.32319,0.509679,0.563316
"242",0.207152,0.21035,0.22905,0.250281,0.278164,0.312739,0.4393,0.569522,0.168988,0.183357,0.209229,0.258615,0.202843,0.274328,0.26709,0.423843,0.138315,0.169901,0.147695,0.193803,0.190662,0.31043,0.195274,0.304844,0.165069,0.16864,0.18861,0.195089,0.187471,0.221006,0.326434,0.490723,0.216437,0.202512,0.265389,0.270828,0.28579,0.305645,0.40198,0.50911
"243",0.250523,0.303687,0.249025,0.211447,0.268903,0.262852,0.321795,0.421187,0.160292,0.176273,0.184654,0.219725,0.205197,0.261287,0.321522,0.554062,0.1413,0.170791,0.160463,0.215521,0.181802,0.26223,0.245982,0.442571,0.15501,0.184807,0.195359,0.235342,0.211686,0.278983,0.279065,0.481413,0.301047,0.311482,0.334433,0.328865,0.266401,0.293055,0.43811,0.523944
"244",0.29609,0.266947,0.370989,0.334854,0.283709,0.275736,0.424994,0.492003,0.144372,0.171821,0.177175,0.189904,0.187951,0.217181,0.326255,0.58369,0.137263,0.15848,0.144767,0.176355,0.17209,0.226657,0.229184,0.363019,0.17516,0.214732,0.195025,0.204757,0.238837,0.320584,0.277517,0.470783,0.236514,0.259285,0.383351,0.37169,0.3373,0.346177,0.421593,0.498567
"245",0.266882,0.259672,0.281436,0.307328,0.295505,0.277697,0.669036,0.741513,0.177579,0.210624,0.168374,0.203603,0.201322,0.272767,0.30645,0.487495,0.129021,0.150022,0.151353,0.192565,0.16936,0.252764,0.209489,0.351132,0.153244,0.166001,0.188689,0.214851,0.198133,0.2634,0.220096,0.355802,0.218982,0.217961,0.304897,0.297455,0.297262,0.317011,0.322226,0.389548
"246",0.358426,0.349895,0.248035,0.245666,0.366437,0.38328,0.507265,0.615857,0.16156,0.185336,0.168125,0.208097,0.219008,0.292022,0.253763,0.426458,0.126205,0.146956,0.146368,0.181118,0.164531,0.228584,0.251001,0.554982,0.148116,0.157023,0.180677,0.198874,0.176193,0.22551,0.222221,0.325005,0.244692,0.21916,0.284481,0.277714,0.368111,0.349335,0.283804,0.311301
"247",0.211975,0.216524,0.40918,0.349393,0.28707,0.303531,0.331771,0.388893,0.159462,0.175965,0.2147,0.254245,0.203758,0.263926,0.313061,0.476663,0.13287,0.15129,0.168178,0.225653,0.178283,0.266478,0.21217,0.346323,0.179113,0.180074,0.15973,0.173801,0.242537,0.305463,0.289044,0.428281,0.257911,0.275246,0.282924,0.273238,0.357363,0.3481,0.604062,0.708802
"248",0.229373,0.238951,0.245681,0.261421,0.338388,0.356656,0.335402,0.45723,0.154597,0.175684,0.164477,0.187878,0.226411,0.293557,0.292299,0.461234,0.134801,0.158378,0.159392,0.214501,0.156119,0.204656,0.201853,0.328931,0.157276,0.179103,0.192388,0.222224,0.220143,0.288313,0.323993,0.540992,0.192498,0.214067,0.210821,0.203075,0.368,0.371986,0.375679,0.459533
"249",0.277126,0.243483,0.26746,0.256653,0.375812,0.395669,0.266476,0.309412,0.160846,0.168339,0.184368,0.217501,0.197714,0.236737,0.580196,1.09147,0.128911,0.150242,0.133135,0.160923,0.179276,0.242443,0.217364,0.37121,0.185641,0.200103,0.155569,0.173305,0.208551,0.27403,0.256293,0.351121,0.235291,0.260987,0.38834,0.361086,0.403519,0.376998,0.598803,0.654593
"250",0.240445,0.247743,0.274641,0.255187,0.31251,0.325517,0.46816,0.626424,0.156926,0.191507,0.152991,0.186052,0.196005,0.238149,0.348291,0.624826,0.130801,0.151023,0.139909,0.170212,0.168921,0.227386,0.230028,0.396242,0.15649,0.172016,0.169245,0.185214,0.207197,0.259515,0.258744,0.350668,0.273036,0.282398,0.360688,0.351839,0.323892,0.291637,0.506323,0.550742
"251",0.257045,0.297418,0.411865,0.389863,0.378484,0.332647,0.369244,0.42511,0.185831,0.208035,0.176043,0.208887,0.233006,0.280334,0.255388,0.380217,0.129785,0.148372,0.140761,0.185435,0.190892,0.310886,0.285139,0.70229,0.173004,0.178481,0.161588,0.190908,0.19288,0.26647,0.207777,0.297224,0.229212,0.217496,0.22467,0.218121,0.239589,0.258182,0.301302,0.360888
"252",0.288127,0.27091,0.25858,0.253508,0.366748,0.379372,0.38713,0.452078,0.157961,0.182111,0.157537,0.189247,0.259585,0.34127,0.283043,0.491422,0.133709,0.159281,0.140704,0.169459,0.165859,0.230505,0.23236,0.383931,0.14862,0.170376,0.161807,0.182749,0.192271,0.235361,0.313453,0.548363,0.222897,0.216217,0.226569,0.228933,0.35483,0.331604,0.418849,0.463273
"253",0.258865,0.251607,0.40193,0.372891,0.313434,0.307432,0.447259,0.567183,0.151186,0.163145,0.183771,0.229458,0.205981,0.2636,0.269144,0.437505,0.13526,0.157936,0.142543,0.177703,0.158424,0.210449,0.199663,0.318414,0.146553,0.154705,0.178208,0.206341,0.208513,0.274454,0.2924,0.502829,0.241826,0.260396,0.325885,0.340946,0.335746,0.330216,0.327854,0.399023
"254",0.2693,0.319331,0.269952,0.250233,0.514303,0.509047,0.737007,0.840916,0.153933,0.170669,0.168251,0.191145,0.194581,0.272697,0.319011,0.474806,0.137437,0.163307,0.147044,0.187004,0.169566,0.250996,0.22422,0.405489,0.148604,0.163797,0.184925,0.218338,0.169011,0.210729,0.193549,0.283626,0.267676,0.302351,0.328191,0.304279,0.286337,0.293953,0.308299,0.385259
"255",0.267488,0.23005,0.402824,0.385774,0.381598,0.359573,0.51391,0.631024,0.164554,0.211448,0.161231,0.19347,0.17879,0.212702,0.266374,0.429704,0.128892,0.146442,0.154501,0.203834,0.175753,0.255988,0.253289,0.473058,0.160329,0.18199,0.165011,0.194341,0.210336,0.292221,0.266019,0.420575,0.368984,0.414398,0.290594,0.29513,0.31324,0.318869,0.38432,0.465282
"256",0.254727,0.236344,0.256582,0.263903,0.302277,0.293899,0.403025,0.482341,0.1488,0.17808,0.155195,0.171856,0.259366,0.371026,0.260919,0.404479,0.137532,0.165275,0.148337,0.198456,0.162748,0.219318,0.249315,0.512796,0.158801,0.181926,0.189516,0.209918,0.204169,0.236408,0.375179,0.585042,0.221711,0.229061,0.333141,0.295059,0.415867,0.410901,0.518012,0.619558
"257",0.246311,0.233671,0.248419,0.266771,0.28308,0.325279,0.370317,0.456249,0.154757,0.168843,0.184074,0.221761,0.170628,0.205828,0.247131,0.409329,0.132337,0.161249,0.146897,0.178649,0.173868,0.245479,0.208669,0.378564,0.163176,0.189056,0.215183,0.241956,0.202092,0.234445,0.335764,0.559178,0.280688,0.297792,0.264604,0.256262,0.396237,0.372948,0.481905,0.511535
"258",0.271343,0.281705,0.293966,0.339398,0.383607,0.411523,0.455406,0.498168,0.15205,0.17755,0.194354,0.238871,0.183519,0.232334,0.340256,0.596065,0.132302,0.156598,0.155231,0.210113,0.185552,0.266502,0.223325,0.411325,0.170935,0.201418,0.149947,0.161357,0.210159,0.269547,0.268654,0.422033,0.223082,0.242218,0.298401,0.306235,0.307721,0.315662,0.371349,0.448445
"259",0.238009,0.27815,0.211845,0.19848,0.291814,0.290503,0.345125,0.397658,0.158648,0.177068,0.183637,0.20592,0.201228,0.27215,0.28061,0.417169,0.125036,0.141632,0.156438,0.213264,0.179363,0.259063,0.20974,0.363832,0.157251,0.177249,0.179519,0.213714,0.200065,0.284557,0.244964,0.358169,0.272812,0.27637,0.238576,0.269311,0.314135,0.313909,0.486064,0.582405
"260",0.2458,0.211052,0.24737,0.228418,0.366078,0.350882,0.304213,0.354994,0.156396,0.165279,0.19584,0.221827,0.17732,0.21371,0.361727,0.62613,0.128048,0.154348,0.144929,0.183972,0.16353,0.230161,0.261426,0.503201,0.162701,0.192352,0.205371,0.247037,0.18728,0.21706,0.286188,0.440039,0.275245,0.367941,0.236536,0.236598,0.409452,0.403839,0.301994,0.336844
