"Parameter","Item","True_Value","FlexMIRT","MIRT","Mplus","Ratio_Flex_MIRT","Ratio_Flex_Mplus","Ratio_MIRT_Mplus"
"Intercept",1,NA,0.25969083,0.241917487745363,0.24305076098,1.07346861287409,1.0684633487791,0.995337298142711
"Intercept",2,NA,0.296030449,0.313145173777443,0.26129152145,2.23925585937535,1.09097325336739,0.487203482710425
"Intercept",3,NA,0.334279724,0.149281611835661,0.30640505894,1.29324597805381,0.977699204595043,0.756004055830406
"Intercept",4,NA,0.456866387,0.200158723173121,0.49108991584,1.41514869053157,0.844240691067623,0.596573841827536
"Intercept",5,NA,0.159249947,0.12313971951388,0.16288235303,0.545003050369944,0.933045019463272,1.7119996279469
"Intercept",6,NA,0.181624647,0.165253757850305,0.19574624159,0.713755893270611,0.744394689776702,1.04292615555956
"Intercept",7,NA,0.210943859,0.149061268551762,0.24986222677,0.976764777433376,0.979132259826031,1.00242379992333
"Intercept",8,NA,0.284496681,0.200197073723358,0.42303916965,1.50217002514263,0.84717490851615,0.56396739006672
"Intercept",9,NA,0.131310881,0.24093604780903,0.14073370337,1.5909476955727,1.06420288328438,0.668911294975855
"Intercept",10,NA,0.14952562,0.314389461022542,0.17850680837,1.37880342563417,1.0921869870438,0.792126685166498
"Intercept",11,NA,0.173704279,0.243366507566113,0.23334970196,0.986360684475647,1.12489535676504,1.1404503184989
"Intercept",12,NA,0.232325006,0.307126846917506,0.40356788505,1.94660225701672,1.06568173238769,0.547457359892777
"Intercept",13,NA,0.159195238,0.162982164875267,0.16258808389,1.25583714746103,1.18902634848423,0.946799790791445
"Intercept",14,NA,0.180975893,0.25020694501147,0.19495899731,1.56736490906051,1.33729790882725,0.853214143749614
"Intercept",15,NA,0.211503171,0.14079842325433,0.24965702935,0.552050911346806,1.23895529290356,2.24427723501253
"Intercept",16,NA,0.286356819,0.233558543093315,0.42705093477,0.953080811458874,1.51013173323787,1.5844739659865
"Intercept",17,NA,0.258833131,0.162691163084923,0.24321784414,0.903325131916003,1.18723046972699,1.31428920527076
"Intercept",18,NA,0.297435378,0.250015576224556,0.26215520693,1.50273432988693,1.34181273679839,0.892914143313248
"Intercept",19,NA,0.335651747,0.24343698366257,0.30732077106,1.39921445352572,1.1337137238704,0.810250152157652
"Intercept",20,NA,0.449161429,0.308025190225157,0.48427894862,1.27196190936689,1.06462824780259,0.836996957190723
"Slope",1,NA,0.271781162,0.27553932985932,0.24160572836,0.945345717543753,1.13295084110354,1.19845133910082
"Slope",2,NA,0.287078792,0.424791711233285,0.27512904903,2.28252049052515,0.930311073927345,0.407580601264747
"Slope",3,NA,0.33307192,0.171104250392914,0.31254352015,1.09906515508425,0.927857646331834,0.84422442294671
"Slope",4,NA,0.542497045,0.27095454014963,0.41807367218,1.42108311429732,0.672506711932555,0.473235312675633
"Slope",5,NA,0.177474591,0.141319749426752,0.14926043584,0.475606337164333,0.837646593793055,1.76121831930853
"Slope",6,NA,0.211801181,0.223310844189106,0.17106196369,0.75644642704388,0.575677635922928,0.76102895769185
"Slope",7,NA,0.267455865,0.170640457403321,0.19999722069,0.723304834690754,0.928276691494439,1.28338239559994
"Slope",8,NA,0.454059171,0.272694693509549,0.27024815609,1.22606013553351,0.670544882788338,0.546910272469265
"Slope",9,NA,0.152558086,0.276347856446452,0.123134456,1.18966738989435,1.13457741878619,0.953692963616452
"Slope",10,NA,0.192131164,0.418149474869129,0.14129225772,1.45819706716739,0.927484934622761,0.636049101665279
"Slope",11,NA,0.249446071,0.261726044634321,0.16518166297,0.675810719485399,1.04343322892341,1.54397259297387
"Slope",12,NA,0.429499152,0.499553089106331,0.22307070277,2.00216997545203,1.29761111760807,0.648102375681221
"Slope",13,NA,0.176939436,0.195875692758267,0.14903545732,0.948459004617979,1.23815473896832,1.30543832990127
"Slope",14,NA,0.210352701,0.424763807414425,0.17061482831,1.66508253298336,1.68015640724219,1.00905292918533
"Slope",15,NA,0.268409012,0.178613748725762,0.20003462826,0.459479625222853,1.35981381499861,2.95946488234181
"Slope",16,NA,0.457035076,0.404484248456617,0.24076081047,0.859766782282033,1.92539471417204,2.23943836148399
"Slope",17,NA,0.272953835,0.195076483316917,0.24076081047,0.495222750451446,1.23290984191478,2.48960662811
"Slope",18,NA,0.288914801,0.428378464387286,0.27588158553,1.12992057847469,1.89829513826524,1.68002528180149
"Slope",19,NA,0.334074811,0.262645295067273,0.31379480273,0.674438201306963,1.04724206381866,1.55276207929689
"Slope",20,NA,0.534039203,0.491318078581203,0.41255152489,1.08695207093165,1.29447880029626,1.19092537280575
