  -29305.118	       0.706	       0.722	     0.45461	     0.97171	     0.99161	
  -29326.402	       0.732	       0.733	     0.45296	     0.97323	     0.98887	
  -29317.977	       0.748	       0.725	     0.45551	     0.97267	     0.99090	
  -29290.833	       0.750	       0.725	     0.45538	     0.97403	     0.99163	
  -29272.937	       0.732	       0.728	     0.45424	     0.97303	     0.99172	
  -29296.647	       0.722	       0.725	     0.45218	     0.97231	     0.99083	
  -29266.260	       0.730	       0.735	     0.45165	     0.97414	     0.99290	
  -29305.588	       0.740	       0.732	     0.44848	     0.97366	     0.99069	
  -29319.792	       0.730	       0.728	     0.44656	     0.97402	     0.98753	
  -29266.511	       0.732	       0.728	     0.44623	     0.97380	     0.98756	
  -29294.537	       0.724	       0.731	     0.44636	     0.97423	     0.98677	
  -29290.506	       0.706	       0.725	     0.44492	     0.97220	     0.98533	
  -29298.061	       0.732	       0.726	     0.44235	     0.96959	     0.98208	
  -29317.889	       0.728	       0.727	     0.44344	     0.96746	     0.98463	
  -29293.732	       0.758	       0.727	     0.44420	     0.96816	     0.98744	
  -29309.163	       0.746	       0.733	     0.44471	     0.96856	     0.98768	
  -29315.022	       0.730	       0.728	     0.44407	     0.96852	     0.98554	
  -29301.489	       0.724	       0.725	     0.44356	     0.96829	     0.98384	
  -29306.400	       0.740	       0.725	     0.44209	     0.96856	     0.98160	
  -29282.588	       0.730	       0.728	     0.44166	     0.96803	     0.97894	
  -29307.133	       0.724	       0.724	     0.44095	     0.96759	     0.97825	
  -29289.978	       0.762	       0.733	     0.43884	     0.96560	     0.97357	
  -29329.986	       0.748	       0.728	     0.43812	     0.96823	     0.97258	
  -29297.320	       0.744	       0.723	     0.43798	     0.96743	     0.97255	
  -29316.092	       0.718	       0.731	     0.43784	     0.96614	     0.97265	
  -29285.284	       0.752	       0.727	     0.43822	     0.96554	     0.97176	
  -29281.957	       0.752	       0.721	     0.43705	     0.96499	     0.96822	
  -29284.315	       0.738	       0.733	     0.43297	     0.96412	     0.96658	
  -29289.560	       0.748	       0.731	     0.43178	     0.96353	     0.96678	
  -29298.973	       0.740	       0.733	     0.43218	     0.96292	     0.96864	
  -29329.796	       0.736	       0.729	     0.43292	     0.96278	     0.97036	
  -29277.327	       0.740	       0.725	     0.43301	     0.96217	     0.96912	
  -29307.928	       0.746	       0.729	     0.43341	     0.96014	     0.96875	
  -29305.759	       0.766	       0.730	     0.43230	     0.95833	     0.96679	
  -29338.535	       0.700	       0.732	     0.43198	     0.95735	     0.96418	
  -29352.879	       0.724	       0.734	     0.43062	     0.95505	     0.96229	
  -29293.827	       0.742	       0.737	     0.43024	     0.95501	     0.96108	
  -29333.585	       0.700	       0.723	     0.42813	     0.95542	     0.95731	
  -29306.213	       0.706	       0.727	     0.42921	     0.95566	     0.95684	
  -29319.623	       0.720	       0.731	     0.42734	     0.95628	     0.95517	
  -29296.774	       0.746	       0.735	     0.42661	     0.95781	     0.95446	
  -29365.266	       0.768	       0.728	     0.42628	     0.95861	     0.95443	
  -29314.655	       0.744	       0.736	     0.42458	     0.95848	     0.95292	
  -29325.544	       0.722	       0.738	     0.42231	     0.95739	     0.95101	
  -29331.403	       0.730	       0.726	     0.42386	     0.95706	     0.95201	
  -29292.985	       0.758	       0.729	     0.42575	     0.95791	     0.95136	
  -29325.644	       0.750	       0.734	     0.42694	     0.95977	     0.95217	
  -29310.593	       0.744	       0.737	     0.42576	     0.95746	     0.95091	
  -29300.548	       0.742	       0.738	     0.42550	     0.95838	     0.95324	
  -29323.843	       0.756	       0.726	     0.42541	     0.95664	     0.95405	
  -29294.145	       0.742	       0.724	     0.42488	     0.95571	     0.95308	
  -29320.527	       0.746	       0.733	     0.42235	     0.95573	     0.95045	
  -29257.408	       0.714	       0.738	     0.42204	     0.95757	     0.94850	
  -29322.036	       0.746	       0.722	     0.42274	     0.95864	     0.94624	
  -29330.237	       0.732	       0.736	     0.42241	     0.96004	     0.94613	
  -29335.390	       0.758	       0.735	     0.42497	     0.95926	     0.94576	
  -29289.844	       0.732	       0.721	     0.42540	     0.96036	     0.94428	
  -29311.916	       0.782	       0.724	     0.42376	     0.95965	     0.94202	
  -29294.149	       0.704	       0.735	     0.42398	     0.95855	     0.94039	
  -29278.839	       0.736	       0.723	     0.42424	     0.95887	     0.93654	
  -29296.170	       0.794	       0.733	     0.42244	     0.95950	     0.93490	
  -29267.326	       0.740	       0.725	     0.42060	     0.96060	     0.93495	
  -29307.239	       0.764	       0.730	     0.41954	     0.96022	     0.93377	
  -29277.239	       0.750	       0.736	     0.41933	     0.95890	     0.93202	
  -29290.459	       0.800	       0.721	     0.41814	     0.95717	     0.93009	
  -29303.996	       0.756	       0.728	     0.41764	     0.95691	     0.92579	
  -29319.452	       0.756	       0.732	     0.41782	     0.95756	     0.92518	
  -29297.056	       0.754	       0.736	     0.42049	     0.95811	     0.92515	
  -29303.328	       0.750	       0.737	     0.41797	     0.95890	     0.92350	
  -29287.403	       0.750	       0.726	     0.41610	     0.96019	     0.92139	
  -29283.453	       0.762	       0.735	     0.41661	     0.95959	     0.92326	
  -29269.249	       0.732	       0.731	     0.41677	     0.95910	     0.92008	
  -29343.315	       0.756	       0.735	     0.41909	     0.95951	     0.92355	
  -29287.697	       0.756	       0.735	     0.41834	     0.96039	     0.92411	
  -29305.721	       0.768	       0.730	     0.41604	     0.95795	     0.92018	
  -29320.879	       0.768	       0.730	     0.41603	     0.95621	     0.92131	
  -29314.290	       0.756	       0.729	     0.41556	     0.95572	     0.92039	
  -29310.159	       0.734	       0.732	     0.41457	     0.95468	     0.91779	
  -29291.989	       0.770	       0.740	     0.41371	     0.95482	     0.91561	
  -29316.067	       0.758	       0.724	     0.41420	     0.95325	     0.91597	
  -29305.223	       0.770	       0.734	     0.41503	     0.95396	     0.91522	
  -29306.705	       0.766	       0.732	     0.41608	     0.95391	     0.91479	
  -29338.931	       0.756	       0.720	     0.41546	     0.95369	     0.91325	
  -29345.425	       0.746	       0.737	     0.41504	     0.95394	     0.91131	
  -29284.331	       0.790	       0.731	     0.41572	     0.95362	     0.91121	
  -29338.662	       0.756	       0.735	     0.41705	     0.95256	     0.91011	
  -29260.587	       0.780	       0.732	     0.41669	     0.95277	     0.91047	
  -29293.089	       0.780	       0.730	     0.41701	     0.95315	     0.90937	
  -29281.867	       0.786	       0.739	     0.41725	     0.95293	     0.91033	
  -29386.185	       0.794	       0.722	     0.41650	     0.95269	     0.90801	
  -29351.942	       0.718	       0.734	     0.41522	     0.95234	     0.90736	
  -29293.175	       0.720	       0.724	     0.41457	     0.95437	     0.90618	
  -29312.180	       0.780	       0.741	     0.41276	     0.95549	     0.90406	
  -29325.262	       0.772	       0.722	     0.41372	     0.95441	     0.90495	
  -29304.610	       0.750	       0.734	     0.41219	     0.95522	     0.90214	
  -29279.608	       0.762	       0.731	     0.41206	     0.95482	     0.90037	
  -29296.886	       0.740	       0.734	     0.41241	     0.95533	     0.90306	
  -29265.598	       0.758	       0.733	     0.41117	     0.95611	     0.90260	
  -29278.550	       0.746	       0.730	     0.41112	     0.95627	     0.90406	
  -29304.077	       0.754	       0.727	     0.41247	     0.95605	     0.90384	
  -29333.785	       0.774	       0.721	     0.41370	     0.95472	     0.90081	
  -29312.934	       0.772	       0.731	     0.41323	     0.95366	     0.90006	
  -29318.540	       0.808	       0.731	     0.40930	     0.95280	     0.89845	
  -29294.344	       0.772	       0.734	     0.41003	     0.95149	     0.89887	
  -29313.063	       0.750	       0.735	     0.41193	     0.95266	     0.90098	
  -29304.760	       0.764	       0.732	     0.40964	     0.95234	     0.90104	
  -29298.635	       0.786	       0.735	     0.40944	     0.95258	     0.90181	
  -29311.020	       0.750	       0.730	     0.40886	     0.95136	     0.90027	
  -29327.146	       0.792	       0.736	     0.40805	     0.94987	     0.90008	
  -29297.975	       0.734	       0.733	     0.41106	     0.94876	     0.90153	
  -29294.877	       0.772	       0.735	     0.40982	     0.94920	     0.90140	
  -29340.382	       0.752	       0.735	     0.40724	     0.94812	     0.90051	
  -29277.436	       0.740	       0.736	     0.40868	     0.94716	     0.90384	
  -29254.179	       0.762	       0.735	     0.40895	     0.94893	     0.90339	
  -29268.109	       0.784	       0.727	     0.40685	     0.94787	     0.89942	
  -29295.895	       0.754	       0.727	     0.40379	     0.94953	     0.89774	
  -29348.493	       0.736	       0.733	     0.40040	     0.94868	     0.89350	
  -29273.558	       0.718	       0.737	     0.40061	     0.94799	     0.89545	
  -29334.270	       0.738	       0.735	     0.39791	     0.94638	     0.89339	
  -29323.573	       0.746	       0.726	     0.39804	     0.94617	     0.89188	
  -29298.913	       0.778	       0.729	     0.39887	     0.94453	     0.89106	
  -29337.274	       0.744	       0.734	     0.39670	     0.94273	     0.88677	
  -29289.127	       0.784	       0.732	     0.39627	     0.94392	     0.88535	
  -29313.396	       0.782	       0.734	     0.39701	     0.94481	     0.88358	
  -29296.039	       0.760	       0.732	     0.39767	     0.94281	     0.88368	
  -29288.120	       0.744	       0.736	     0.39563	     0.94322	     0.88110	
  -29317.810	       0.750	       0.738	     0.39348	     0.94200	     0.87870	
  -29320.237	       0.744	       0.734	     0.39259	     0.94102	     0.87421	
  -29325.435	       0.780	       0.732	     0.38894	     0.94129	     0.86968	
  -29318.273	       0.788	       0.735	     0.38786	     0.94142	     0.86823	
  -29318.706	       0.746	       0.730	     0.38739	     0.94130	     0.86719	
  -29296.610	       0.758	       0.735	     0.38827	     0.94161	     0.86911	
  -29332.039	       0.770	       0.735	     0.38896	     0.94141	     0.87198	
  -29288.508	       0.772	       0.736	     0.38848	     0.94205	     0.87297	
  -29321.683	       0.740	       0.738	     0.38745	     0.94322	     0.87399	
  -29288.642	       0.780	       0.733	     0.39048	     0.94270	     0.87584	
  -29298.118	       0.772	       0.733	     0.39031	     0.94381	     0.87688	
  -29296.518	       0.756	       0.737	     0.39098	     0.94450	     0.87604	
  -29263.367	       0.764	       0.734	     0.39275	     0.94588	     0.87648	
  -29288.918	       0.766	       0.732	     0.39324	     0.94835	     0.87997	
  -29261.198	       0.766	       0.727	     0.39425	     0.94817	     0.88101	
  -29300.549	       0.754	       0.723	     0.39627	     0.94875	     0.88291	
  -29322.054	       0.770	       0.725	     0.39644	     0.94980	     0.88250	
  -29310.838	       0.762	       0.731	     0.39411	     0.94942	     0.88206	
  -29309.582	       0.788	       0.731	     0.39419	     0.94973	     0.88129	
  -29299.259	       0.768	       0.734	     0.39288	     0.94839	     0.87867	
  -29298.701	       0.768	       0.728	     0.39278	     0.94835	     0.87839	
  -29299.319	       0.776	       0.729	     0.39218	     0.94863	     0.87562	
  -29302.552	       0.734	       0.733	     0.38979	     0.94794	     0.87374	
  -29324.430	       0.724	       0.732	     0.38901	     0.94751	     0.87201	
  -29311.133	       0.740	       0.726	     0.38705	     0.94827	     0.86971	
  -29295.235	       0.742	       0.744	     0.38640	     0.94948	     0.86932	
  -29259.868	       0.760	       0.730	     0.38495	     0.94946	     0.86937	
  -29308.553	       0.772	       0.732	     0.38325	     0.95011	     0.86983	
  -29321.460	       0.754	       0.729	     0.38168	     0.94972	     0.86961	
  -29305.057	       0.774	       0.738	     0.37944	     0.94976	     0.86686	
  -29312.510	       0.782	       0.731	     0.37909	     0.94890	     0.86646	
  -29306.768	       0.740	       0.729	     0.37779	     0.94897	     0.86526	
  -29313.150	       0.766	       0.725	     0.37793	     0.94840	     0.86496	
  -29286.935	       0.766	       0.737	     0.37991	     0.94755	     0.86497	
  -29339.073	       0.774	       0.727	     0.38099	     0.94755	     0.86468	
  -29278.299	       0.726	       0.738	     0.37795	     0.94796	     0.86339	
  -29280.963	       0.746	       0.734	     0.37701	     0.94581	     0.86308	
  -29344.041	       0.766	       0.731	     0.37526	     0.94572	     0.86089	
  -29281.621	       0.808	       0.734	     0.37284	     0.94648	     0.85674	
  -29288.834	       0.766	       0.735	     0.37317	     0.94721	     0.85538	
  -29291.724	       0.780	       0.726	     0.37257	     0.94716	     0.85350	
  -29315.686	       0.784	       0.740	     0.37311	     0.94711	     0.85528	
  -29329.246	       0.756	       0.736	     0.37267	     0.94519	     0.85510	
  -29312.635	       0.778	       0.728	     0.37074	     0.94417	     0.85299	
  -29289.969	       0.770	       0.732	     0.36980	     0.94273	     0.85077	
  -29319.182	       0.776	       0.730	     0.36733	     0.94311	     0.84674	
  -29301.166	       0.788	       0.739	     0.36443	     0.94330	     0.84235	
  -29363.116	       0.748	       0.735	     0.36322	     0.94337	     0.83868	
  -29302.595	       0.762	       0.730	     0.36234	     0.94310	     0.83790	
  -29315.615	       0.768	       0.742	     0.36390	     0.94291	     0.83839	
  -29248.153	       0.744	       0.733	     0.36398	     0.94391	     0.83832	
  -29304.287	       0.764	       0.741	     0.36483	     0.94387	     0.83892	
  -29298.799	       0.746	       0.736	     0.36578	     0.94513	     0.83824	
  -29305.094	       0.756	       0.730	     0.36693	     0.94536	     0.83756	
  -29304.939	       0.770	       0.732	     0.36531	     0.94473	     0.83914	
  -29302.943	       0.742	       0.727	     0.36331	     0.94377	     0.83692	
  -29285.067	       0.798	       0.734	     0.36299	     0.94443	     0.83379	
  -29284.740	       0.772	       0.729	     0.36222	     0.94560	     0.83321	
  -29301.793	       0.762	       0.728	     0.36292	     0.94754	     0.83126	
  -29316.977	       0.728	       0.735	     0.36153	     0.94718	     0.82896	
  -29323.609	       0.784	       0.736	     0.36123	     0.94801	     0.82747	
  -29269.567	       0.758	       0.736	     0.36126	     0.94832	     0.82753	
  -29342.109	       0.786	       0.730	     0.36019	     0.94761	     0.82728	
  -29320.108	       0.800	       0.735	     0.35983	     0.94775	     0.82634	
  -29311.539	       0.774	       0.736	     0.35958	     0.94651	     0.82598	
  -29327.893	       0.776	       0.730	     0.36026	     0.94740	     0.82703	
  -29312.532	       0.754	       0.735	     0.35944	     0.94762	     0.82872	
  -29295.918	       0.770	       0.728	     0.35776	     0.94691	     0.82650	
  -29318.216	       0.792	       0.735	     0.35979	     0.94637	     0.82555	
  -29316.743	       0.800	       0.738	     0.35881	     0.94519	     0.82351	
  -29320.928	       0.788	       0.729	     0.35692	     0.94784	     0.82243	
  -29340.110	       0.796	       0.734	     0.35512	     0.94681	     0.82139	
  -29304.951	       0.766	       0.731	     0.35587	     0.94928	     0.82047	
  -29285.564	       0.772	       0.736	     0.35710	     0.94835	     0.82104	
  -29277.925	       0.784	       0.737	     0.35777	     0.94723	     0.82118	
  -29298.908	       0.794	       0.731	     0.35506	     0.94580	     0.81750	
  -29293.432	       0.812	       0.728	     0.35398	     0.94436	     0.81400	
  -29332.675	       0.772	       0.737	     0.35414	     0.94609	     0.81406	
  -29291.990	       0.770	       0.736	     0.35139	     0.94650	     0.81229	
  -29299.636	       0.788	       0.727	     0.35043	     0.94448	     0.80957	
  -29284.671	       0.780	       0.734	     0.35055	     0.94387	     0.80930	
  -29317.294	       0.798	       0.732	     0.35062	     0.94209	     0.80912	
  -29308.468	       0.790	       0.740	     0.34973	     0.94233	     0.80894	
  -29306.591	       0.786	       0.738	     0.34812	     0.94402	     0.80737	
  -29288.467	       0.758	       0.738	     0.34753	     0.94471	     0.80838	
  -29327.395	       0.800	       0.727	     0.34535	     0.94499	     0.80735	
  -29288.572	       0.800	       0.728	     0.34519	     0.94320	     0.80568	
  -29307.716	       0.780	       0.726	     0.34187	     0.94116	     0.80360	
  -29331.824	       0.786	       0.737	     0.34185	     0.94223	     0.80236	
  -29285.043	       0.762	       0.738	     0.34070	     0.94264	     0.79980	
  -29328.696	       0.756	       0.725	     0.34038	     0.94218	     0.79937	
  -29292.140	       0.776	       0.731	     0.33832	     0.94268	     0.79881	
  -29305.720	       0.798	       0.730	     0.33682	     0.94195	     0.79726	
  -29273.415	       0.760	       0.736	     0.33812	     0.94251	     0.79576	
  -29325.859	       0.808	       0.728	     0.33769	     0.94374	     0.79551	
  -29291.804	       0.796	       0.735	     0.33844	     0.94424	     0.79396	
  -29279.515	       0.758	       0.737	     0.33736	     0.94509	     0.79321	
  -29312.845	       0.788	       0.728	     0.33740	     0.94542	     0.79330	
  -29297.326	       0.784	       0.732	     0.33827	     0.94603	     0.79359	
  -29356.299	       0.758	       0.737	     0.33690	     0.94733	     0.79203	
  -29293.963	       0.802	       0.743	     0.33761	     0.94773	     0.79271	
  -29295.002	       0.794	       0.731	     0.33665	     0.94718	     0.79259	
  -29277.088	       0.768	       0.739	     0.33755	     0.94723	     0.79566	
  -29304.751	       0.796	       0.740	     0.33846	     0.94633	     0.79625	
  -29338.606	       0.748	       0.736	     0.33987	     0.94580	     0.79645	
  -29316.131	       0.760	       0.735	     0.33816	     0.94558	     0.79401	
  -29277.313	       0.776	       0.729	     0.33868	     0.94377	     0.79285	
  -29301.897	       0.794	       0.736	     0.33716	     0.94414	     0.79146	
  -29303.576	       0.800	       0.734	     0.33595	     0.94459	     0.79137	
  -29259.015	       0.802	       0.732	     0.33362	     0.94349	     0.79012	
  -29294.903	       0.806	       0.739	     0.33277	     0.94481	     0.78794	
  -29301.689	       0.802	       0.735	     0.33297	     0.94505	     0.78573	
  -29309.311	       0.808	       0.733	     0.33234	     0.94498	     0.78601	
  -29321.677	       0.798	       0.741	     0.33123	     0.94537	     0.78409	
  -29339.213	       0.788	       0.732	     0.32943	     0.94493	     0.78244	
  -29304.284	       0.786	       0.730	     0.32735	     0.94462	     0.78161	
  -29315.939	       0.786	       0.727	     0.32849	     0.94395	     0.78259	
  -29280.105	       0.768	       0.735	     0.32821	     0.94382	     0.78284	
  -29279.035	       0.782	       0.730	     0.32787	     0.94316	     0.78189	
  -29274.224	       0.762	       0.739	     0.32808	     0.94495	     0.78204	
  -29290.975	       0.806	       0.740	     0.32867	     0.94602	     0.78023	
  -29321.131	       0.830	       0.727	     0.32646	     0.94424	     0.77988	
  -29347.480	       0.804	       0.726	     0.32386	     0.94665	     0.77929	
  -29327.544	       0.782	       0.729	     0.32391	     0.94726	     0.78018	
  -29280.047	       0.748	       0.736	     0.32398	     0.94696	     0.78203	
  -29323.207	       0.758	       0.734	     0.32394	     0.94989	     0.78222	
  -29295.883	       0.808	       0.728	     0.32374	     0.95090	     0.78305	
  -29320.822	       0.802	       0.738	     0.32264	     0.95105	     0.78236	
  -29333.803	       0.764	       0.722	     0.32037	     0.95100	     0.77990	
  -29331.348	       0.768	       0.722	     0.31901	     0.95124	     0.77707	
  -29266.929	       0.776	       0.740	     0.31715	     0.95112	     0.77403	
  -29295.101	       0.764	       0.730	     0.31665	     0.95170	     0.77056	
  -29315.499	       0.796	       0.726	     0.31472	     0.94871	     0.76899	
  -29299.950	       0.762	       0.732	     0.31520	     0.95008	     0.76793	
  -29350.917	       0.758	       0.731	     0.31160	     0.94932	     0.76624	
  -29360.735	       0.780	       0.730	     0.30986	     0.94955	     0.76412	
  -29314.469	       0.784	       0.725	     0.30825	     0.95126	     0.76285	
  -29278.117	       0.784	       0.725	     0.31011	     0.95272	     0.76546	
  -29323.137	       0.772	       0.724	     0.30964	     0.95191	     0.76618	
  -29355.775	       0.798	       0.731	     0.30957	     0.95336	     0.76602	
  -29285.096	       0.808	       0.731	     0.31026	     0.95677	     0.76621	
  -29297.893	       0.814	       0.733	     0.31004	     0.95600	     0.76378	
  -29324.589	       0.784	       0.728	     0.30851	     0.95447	     0.76403	
  -29283.799	       0.814	       0.730	     0.30717	     0.95362	     0.76456	
  -29308.786	       0.788	       0.731	     0.30587	     0.95386	     0.76392	
  -29292.820	       0.776	       0.726	     0.30461	     0.95377	     0.76379	
  -29314.689	       0.830	       0.730	     0.30463	     0.95431	     0.76473	
  -29304.429	       0.754	       0.740	     0.30606	     0.95555	     0.76486	
  -29313.552	       0.780	       0.737	     0.30434	     0.95490	     0.76317	
  -29333.518	       0.804	       0.731	     0.30378	     0.95637	     0.76182	
  -29275.318	       0.806	       0.731	     0.30258	     0.95672	     0.75949	
  -29307.298	       0.818	       0.738	     0.30114	     0.95770	     0.75941	
  -29315.907	       0.764	       0.732	     0.30116	     0.95824	     0.76119	
  -29316.777	       0.776	       0.730	     0.30252	     0.95933	     0.76295	
  -29326.090	       0.766	       0.731	     0.30206	     0.95864	     0.76572	
  -29297.325	       0.806	       0.733	     0.30251	     0.95915	     0.76621	
  -29307.801	       0.776	       0.725	     0.30282	     0.95708	     0.76621	
  -29319.708	       0.784	       0.730	     0.30052	     0.95627	     0.76615	
  -29353.906	       0.770	       0.731	     0.29833	     0.95622	     0.76497	
  -29276.341	       0.794	       0.728	     0.29894	     0.95821	     0.76507	
  -29277.389	       0.824	       0.731	     0.29991	     0.95651	     0.76544	
  -29298.713	       0.796	       0.729	     0.29940	     0.95753	     0.76506	
  -29303.190	       0.786	       0.730	     0.29878	     0.95737	     0.76423	
  -29328.865	       0.804	       0.729	     0.29856	     0.95751	     0.76473	
  -29292.811	       0.784	       0.727	     0.30027	     0.95637	     0.76660	
  -29297.320	       0.784	       0.733	     0.30018	     0.95546	     0.76334	
  -29333.228	       0.806	       0.733	     0.30022	     0.95389	     0.76231	
  -29294.228	       0.828	       0.735	     0.30041	     0.95413	     0.76236	
  -29337.692	       0.806	       0.730	     0.30057	     0.95701	     0.76203	
  -29260.098	       0.756	       0.727	     0.29966	     0.95693	     0.76388	
  -29305.085	       0.818	       0.734	     0.30037	     0.95675	     0.76427	
  -29279.906	       0.806	       0.727	     0.29970	     0.95606	     0.76435	
  -29316.761	       0.768	       0.736	     0.29871	     0.95698	     0.76269	
  -29293.200	       0.820	       0.727	     0.29823	     0.95708	     0.76464	
  -29304.298	       0.802	       0.742	     0.29864	     0.95729	     0.76590	
  -29286.746	       0.800	       0.728	     0.29751	     0.95730	     0.76500	
  -29294.694	       0.792	       0.727	     0.29578	     0.95771	     0.76493	
  -29274.374	       0.794	       0.732	     0.29341	     0.95804	     0.76198	
  -29237.953	       0.814	       0.729	     0.29285	     0.95836	     0.76169	
  -29303.807	       0.804	       0.736	     0.29228	     0.95697	     0.76099	
  -29309.668	       0.768	       0.733	     0.29117	     0.95684	     0.76078	
  -29302.043	       0.780	       0.733	     0.29089	     0.95634	     0.76179	
  -29370.712	       0.792	       0.732	     0.29098	     0.95583	     0.76265	
  -29278.419	       0.788	       0.731	     0.28983	     0.95687	     0.76333	
  -29298.505	       0.752	       0.732	     0.28982	     0.95761	     0.76310	
  -29301.791	       0.782	       0.737	     0.29043	     0.95775	     0.76483	
  -29295.895	       0.784	       0.737	     0.29024	     0.95918	     0.76297	
  -29279.175	       0.800	       0.727	     0.28953	     0.96015	     0.76014	
  -29303.656	       0.812	       0.735	     0.29058	     0.96006	     0.76018	
  -29297.650	       0.778	       0.739	     0.28936	     0.95907	     0.75897	
  -29269.808	       0.812	       0.736	     0.28970	     0.95864	     0.75881	
  -29276.878	       0.780	       0.732	     0.28991	     0.95749	     0.75782	
  -29312.677	       0.784	       0.734	     0.28894	     0.95527	     0.75778	
  -29301.927	       0.826	       0.742	     0.28785	     0.95489	     0.75509	
  -29308.205	       0.802	       0.735	     0.28823	     0.95339	     0.75335	
  -29304.293	       0.796	       0.730	     0.28730	     0.95347	     0.75243	
  -29329.179	       0.766	       0.732	     0.28675	     0.95377	     0.75153	
  -29382.891	       0.790	       0.733	     0.28822	     0.95323	     0.75066	
  -29303.901	       0.796	       0.725	     0.28641	     0.95455	     0.74788	
  -29261.264	       0.810	       0.733	     0.28578	     0.95405	     0.74902	
  -29344.331	       0.804	       0.729	     0.28484	     0.95454	     0.74851	
  -29323.353	       0.798	       0.732	     0.28574	     0.95516	     0.74824	
  -29305.114	       0.748	       0.733	     0.28561	     0.95444	     0.74789	
  -29333.033	       0.798	       0.723	     0.28442	     0.95559	     0.74741	
  -29274.105	       0.794	       0.731	     0.28323	     0.95588	     0.74579	
  -29295.027	       0.792	       0.732	     0.28249	     0.95417	     0.74582	
  -29289.133	       0.784	       0.727	     0.28278	     0.95263	     0.74497	
  -29281.028	       0.800	       0.726	     0.28160	     0.95230	     0.74280	
  -29319.000	       0.778	       0.731	     0.28060	     0.95232	     0.74022	
  -29338.755	       0.788	       0.736	     0.28008	     0.95310	     0.73860	
  -29292.195	       0.812	       0.727	     0.27836	     0.95299	     0.73863	
  -29293.983	       0.784	       0.726	     0.27815	     0.95296	     0.74068	
  -29276.148	       0.816	       0.729	     0.27669	     0.95457	     0.73871	
  -29268.765	       0.802	       0.737	     0.27741	     0.95525	     0.73759	
