2.12473e-01,3.03842e-02,1.67635e-01,-1.84999e-03,7.39173e-03,5.16678e-02,1.82423e-02,-5.11527e-03,4.51784e-02,1.42242e-02,3.39799e-04,3.46733e-02,2.41585e-02,2.95177e-02,2.43469e-02,7.07057e-03,-3.07298e-03,2.32555e-03,-6.75691e-03,-7.16703e-02,-3.84410e-03,-3.35529e-02,4.34033e-02,-3.49925e-02,1.85264e-02,-1.23692e-01,1.13113e-01,-4.07963e-02,-2.12140e-01,2.26577e-03,-1.55883e-01,2.70945e-03,-6.43529e-03,-6.07046e-02,-1.31721e-02,5.22005e-03,-4.96374e-02,-1.34746e-02,-1.31991e-03,-2.75071e-02,-2.27658e-02,-2.89016e-02,-1.80817e-02,-5.61258e-03,4.04943e-03,-1.28411e-03,1.30438e-02,7.64691e-02,-1.05521e-01,
3.03842e-02,2.39488e-01,4.51359e-02,-3.50125e-03,5.21936e-03,9.49977e-03,7.16040e-03,-2.97422e-04,1.36617e-02,1.77622e-03,-1.54867e-03,1.31584e-04,1.44412e-02,4.41992e-02,8.11891e-03,1.13419e-02,-5.27075e-03,-1.03737e-03,-1.28184e-02,-7.22848e-02,-1.70136e-04,-2.55641e-02,5.55049e-02,-3.31640e-02,2.42563e-02,-6.68998e-03,-7.03841e-03,-2.23667e-03,-2.08380e-02,-2.31419e-01,-2.83254e-02,2.65981e-03,-5.33785e-03,-6.77418e-03,-5.86842e-03,7.65867e-04,-1.45691e-02,-2.76853e-03,-7.35336e-04,4.25680e-03,-1.44809e-02,-4.42296e-02,-6.55026e-03,-9.60690e-03,5.29958e-03,7.53748e-04,1.40783e-02,7.30879e-02,-1.79807e-02,
1.67635e-01,4.51359e-02,2.08646e+00,-2.39357e-02,1.54496e-02,-3.92744e-02,4.83377e-02,9.70212e-03,9.03528e-02,3.40248e-02,2.46833e-03,-8.84295e-03,9.89657e-02,3.84185e-01,3.68085e-02,1.08282e-01,-2.41318e-02,6.73097e-04,-9.20205e-02,-5.31687e-01,-9.02060e-03,-3.68263e-01,4.17568e-01,-1.51756e-01,7.55582e-02,-1.16649e-01,-1.56945e-01,-8.14691e-02,-1.64837e-01,4.40577e-02,-2.07166e+00,2.14876e-02,-1.10484e-02,6.41237e-02,-3.53397e-02,-1.03831e-02,-1.01596e-01,-3.75613e-02,-1.30941e-02,1.52416e-02,-9.77099e-02,-3.86706e-01,-1.89168e-02,-9.50962e-02,2.90611e-02,5.63982e-04,1.10570e-01,5.45223e-01,-4.15138e-01,
-1.84999e-03,-3.50125e-03,-2.39357e-02,2.16921e-02,-2.27186e-04,1.15317e-03,-4.58138e-04,-1.73392e-04,-1.85784e-03,2.11725e-03,8.32092e-04,1.42806e-03,-1.01247e-03,-5.95274e-03,7.15993e-04,-1.13939e-03,1.31907e-03,1.94043e-04,2.49187e-03,9.11258e-03,3.33560e-03,5.90765e-03,-9.70216e-03,5.31180e-03,1.29585e-03,-1.63600e-03,3.99467e-03,1.20401e-03,1.81970e-03,2.57478e-03,2.36253e-02,-2.20574e-02,3.25185e-04,-1.90012e-03,5.26640e-04,1.44602e-04,1.88549e-03,-1.90046e-03,-4.38342e-05,-1.61171e-03,1.25917e-03,6.15111e-03,-8.99250e-04,9.03145e-04,-9.29853e-04,4.75841e-04,-1.83065e-03,-7.30202e-03,-9.19659e-04,
7.39173e-03,5.21936e-03,1.54496e-02,-2.27186e-04,2.09227e-02,7.18332e-04,1.42149e-03,-2.09196e-04,2.88892e-03,6.69486e-04,-2.91996e-04,1.08086e-03,4.09873e-03,2.41622e-03,9.25815e-04,6.76750e-04,-6.58726e-04,5.50552e-05,-1.12393e-03,-7.66911e-03,1.88739e-03,-4.16867e-03,4.25779e-03,-3.14759e-03,4.46289e-03,-6.11786e-03,4.82888e-03,-4.97804e-03,-6.85047e-03,-1.57542e-03,-1.37348e-02,2.84995e-04,-2.15259e-02,-1.32201e-03,-1.11105e-03,1.79221e-04,-3.20042e-03,-6.74027e-04,1.56606e-04,1.48099e-03,-4.06071e-03,-1.92093e-03,-4.77130e-04,-3.10899e-04,6.99106e-04,-7.01476e-05,1.58935e-03,8.06712e-03,-9.10102e-03,
5.16678e-02,9.49977e-03,-3.92744e-02,1.15317e-03,7.18332e-04,5.56172e-01,8.46259e-03,-9.94326e-03,6.54938e-02,1.73296e-02,6.79164e-03,3.27164e-02,1.99517e-02,-4.57608e-02,2.52354e-02,-4.28527e-04,1.10102e-02,2.55660e-03,3.96506e-03,2.31995e-02,-5.26031e-03,1.29107e-02,-4.67862e-03,3.39621e-03,-3.66959e-02,2.01468e-02,1.02070e-01,1.26345e-02,-5.92340e-02,5.01526e-04,4.44436e-02,3.25718e-06,-5.38482e-04,-5.37598e-01,-6.20500e-03,1.40605e-02,-7.01672e-02,-1.70397e-02,-4.13942e-03,-4.46820e-02,-1.95805e-02,5.69330e-02,-2.55261e-02,1.57962e-03,-1.01727e-02,-1.99526e-03,-2.26858e-03,-2.23193e-02,-4.13176e-03,
1.82423e-02,7.16040e-03,4.83377e-02,-4.58138e-04,1.42149e-03,8.46259e-03,1.95135e-01,-8.38751e-04,9.57351e-03,7.08636e-03,3.22477e-03,9.20883e-03,1.22902e-02,2.58505e-03,-8.88693e-02,-8.76621e-04,4.72067e-03,1.91554e-03,-1.27368e-02,-3.16039e-03,-6.53292e-03,-5.21028e-03,9.23483e-03,-1.24170e-02,-1.60416e-02,-2.24672e-02,1.58587e-02,-1.49840e-02,-1.94218e-02,-2.67990e-03,-4.68872e-02,9.24072e-04,-1.16502e-03,-9.39902e-03,-2.05014e-01,9.11352e-04,-1.02372e-02,-6.67888e-03,-3.16456e-03,-6.39350e-03,-1.23238e-02,-2.80455e-04,1.21309e-01,2.40496e-03,-4.76423e-03,-2.01191e-03,1.42950e-02,3.44369e-03,-9.74424e-03,
-5.11527e-03,-2.97422e-04,9.70212e-03,-1.73392e-04,-2.09196e-04,-9.94326e-03,-8.38751e-04,4.66335e-02,-2.36283e-03,-1.15824e-03,-1.44603e-04,-5.29159e-03,-1.35951e-05,3.02896e-03,-1.34283e-03,7.40236e-04,-3.76739e-04,-4.12456e-04,-1.00326e-03,-2.90346e-03,1.15636e-03,-1.96904e-03,2.05236e-03,3.72639e-05,2.02434e-03,1.00916e-02,-1.44983e-02,4.62279e-03,5.78839e-03,4.33815e-04,-9.96300e-03,-1.14128e-05,1.22336e-04,1.21104e-02,6.05428e-04,-4.71953e-02,2.50061e-03,9.29327e-04,-1.52306e-04,5.38455e-03,-6.97894e-05,-3.19585e-03,1.02619e-03,-6.59987e-04,2.86147e-04,3.32880e-04,7.52189e-04,2.73727e-03,3.70805e-03,
4.51784e-02,1.36617e-02,9.03528e-02,-1.85784e-03,2.88892e-03,6.54938e-02,9.57351e-03,-2.36283e-03,1.11519e-01,6.98396e-03,5.49363e-04,2.38737e-02,8.67245e-03,-3.75966e-02,1.11665e-02,-6.61535e-03,-2.23161e-03,1.62938e-03,-3.00591e-03,-3.46057e-02,-1.15954e-02,-2.04720e-02,2.98778e-02,-1.63966e-02,-1.58535e-02,-5.94386e-02,5.47305e-02,-3.74552e-02,-4.90623e-02,-5.60587e-03,-8.75878e-02,1.81819e-03,-2.33867e-03,-7.20412e-02,-7.58861e-03,2.42681e-03,-1.15495e-01,-6.20679e-03,-2.68551e-04,-1.97680e-02,-8.20391e-03,4.65670e-02,-8.42500e-03,8.86365e-03,3.37604e-03,-1.18723e-03,4.65807e-03,3.54134e-02,-2.73645e-02,
1.42242e-02,1.77622e-03,3.40248e-02,2.11725e-03,6.69486e-04,1.73296e-02,7.08636e-03,-1.15824e-03,6.98396e-03,1.43075e-01,4.07384e-03,3.65215e-03,7.56587e-03,-1.13643e-03,1.22590e-02,3.04796e-03,-6.08997e-04,1.12618e-03,9.65426e-03,8.29248e-03,-3.69339e-03,-6.98877e-03,-2.85497e-03,2.15349e-03,-9.53665e-03,-2.57071e-02,2.44512e-02,-1.30004e-02,-1.54488e-02,1.35228e-04,-3.37353e-02,-1.50215e-03,9.13451e-05,-1.99224e-02,-5.32825e-03,1.16358e-03,-7.25969e-03,-1.43145e-01,1.02375e-03,7.15433e-04,-5.94590e-03,3.14623e-03,-1.08587e-02,-2.97942e-03,5.76751e-03,2.94744e-03,-8.01119e-03,-4.46898e-03,-1.96325e-02,
